,"Maternal mortality ratio (national estimate, per 100,000 live births)"
652,58.0
653,209.0
654,3.0
655,2.0
656,432.0
657,9.0
658,938.0
659,6.0
660,134.0
661,18.0
662,4.0
663,3.0
664,205.0
665,10.0
666,57.0
667,13.0
668,30.0
669,79.0
670,34.0
671,12.0
672,21.0
673,9.0
674,20.0
675,4.0
676,4.0
677,28.0
678,0.0
679,0.0
680,2.0
681,72.0
682,1.0
683,240.0
684,6.0
685,7.0
686,51.0
687,5.0
688,4.0
689,18.0
690,202.0
691,15.0
692,0.0
693,0.0
694,49.0
695,9.0
696,5.0
697,3.0
698,67.0
699,863.0
700,0.0
701,35.0
702,58.0
703,804.0
704,64.0
705,43.0
706,8.0
707,2.0
708,17.0
709,11.0
710,13.0
711,5.0
712,16.0
713,18.0
714,40.0
715,4.0
716,5.0
717,15.0
718,9.0
719,41.0
720,8.0
721,85.0
722,34.0
723,985.0
724,316.0
725,3.0
726,5.0
727,27.0
728,13.0
729,7.0
730,47.0
731,45.0
732,22.0
733,0.0
734,438.0
735,101.0
736,18.0
737,7.0
738,26.0
739,6.0
740,14.0
741,56.0
742,46.0
743,605.0
744,8.0
745,53.0
746,5.0
747,7.0
748,9.0
749,28.0
750,38.0
751,4.0
752,8.0
753,181.0
754,5.0
755,0.0
756,54.0
757,112.0
758,54.0
759,78.0
760,0.0
761,45.0
762,27.0
763,90.0
764,80.0
765,10.0
766,30.0
767,27.0
768,60.0
769,0.0
770,76.0
771,17.0
772,5.0
773,76.0
774,0.0
775,22.0
776,126.0
777,61.0
778,6.0
779,36.0
780,21.0
781,50.0
782,27.0
783,279.0
784,241.0
785,7.0
786,9.0
787,24.0
788,3.0
789,14.0
790,0.0
791,832.0
792,75.0
793,101.0
794,22.0
795,46.0
796,2.0
797,29.0
798,23.0
799,55.0
800,8.0
801,24.0
802,19.0
803,8.0
804,8.0
805,19.0
806,68.0
807,42.0
808,26.0
809,6.0
810,5.0
811,96.0
812,2.0
813,3.0
814,54.0
815,4.0
816,35.0
817,18.0
818,9.0
819,15.0
820,3.0
821,13.0
822,17.0
823,0.0
824,16.0
825,5.0
826,83.0
827,2.0
828,76.0
829,2.0
830,994.0
831,3.0
832,15.0
833,2.0
834,29.0
835,129.0
836,7.0
837,109.0
838,1.0
839,68.0
840,55.0
841,53.0
842,33.0
843,2.0
844,4.0
845,42.0
846,0.0
847,14.0
848,26.0
849,771.0
850,6.0
851,5.0
852,5.0
853,29.0
854,0.0
855,6.0
856,0.0
857,11.0
858,9.0
859,12.0
860,9.0
861,635.0
862,3.0
863,15.0
864,30.0
865,27.0
866,37.0
867,102.0
868,5.0
869,13.0
870,7.0
871,35.0
872,284.0
873,4.0
874,61.0
875,11.0
876,6.0
877,8.0
878,15.0
879,14.0
880,109.0
881,4.0
882,154.0
883,44.0
884,35.0
885,445.0
886,0.0
887,9.0
888,37.0
889,3.0
890,56.0
891,16.0
892,129.0
893,0.0
894,25.0
895,5.0
896,13.0
897,58.0
898,12.0
899,6.0
900,1084.0
901,9.0
902,54.0
903,8.0
904,73.0
905,12.0
906,19.0
907,18.0
908,76.0
909,15.0
910,3.0
911,19.0
912,24.0
913,25.0
914,4.0
915,32.0
916,2.0
917,25.0
918,0.0
919,40.0
920,72.0
921,83.0
922,53.0
923,86.0
924,133.0
925,11.0
926,2.0
927,63.0
928,24.0
929,38.0
930,19.0
931,4.0
932,0.0
933,0.0
934,314.0
935,17.0
936,25.0
937,113.0
938,762.0
939,20.0
940,18.0
941,352.0
942,55.0
943,4.0
944,18.0
945,0.0
946,90.0
947,63.0
948,0.0
949,11.0
950,2.0
951,55.0
952,20.0
953,5.0
954,4.0
955,80.0
956,0.0
957,581.0
958,37.0
959,60.0
960,339.0
961,482.0
962,77.0
963,666.0
964,9.0
965,1405.0
966,10.0
967,13.0
968,118.0
969,78.0
970,10.0
971,4.0
972,4.0
973,101.0
974,71.0
975,1.0
976,98.0
977,18.0
978,52.0
979,18.0
980,14.0
981,3.0
982,57.0
983,9.0
984,452.0
985,16.0
986,570.0
987,85.0
988,928.0
989,613.0
990,35.0
991,106.0
992,2.0
993,70.0
994,11.0
995,180.0
996,19.0
997,104.0
998,53.0
999,7.0
1000,4.0
1001,82.0
1002,6.0
1003,33.0
1004,8.0
1005,396.0
1006,15.0
1007,4.0
1008,6.0
1009,2.0
1010,13.0
1011,59.0
1012,4.0
1013,861.0
1014,47.0
1015,8.0
1016,32.0
1017,4.0
1018,102.0
1019,37.0
1020,559.0
1021,51.0
1022,11.0
1023,76.0
1024,67.0
1025,259.0
1026,589.0
1027,54.0
1028,237.0
1029,405.0
1030,2.0
1031,23.0
1032,15.0
1033,23.0
1034,0.0
1035,2.0
1036,27.0
1037,17.0
1038,93.0
1039,20.0
1040,77.0
1041,40.0
1042,3.0
1043,9.0
1044,66.0
1045,4.0
1046,18.0
1047,18.0
1048,33.0
1049,6.0
1050,54.0
1051,31.0
1052,48.0
1053,45.0
1054,3.0
1055,505.0
1056,89.0
1057,10.0
1058,24.0
1059,4.0
1060,16.0
1061,23.0
1062,11.0
1063,9.0
1064,8.0
1065,0.0
1066,39.0
1067,80.0
1068,21.0
1069,27.0
1070,7.0
1071,53.0
1072,11.0
1073,12.0
1074,0.0
1075,40.0
1076,20.0
1077,7.0
1078,1184.0
1079,35.0
1080,31.0
1081,41.0
1082,330.0
1083,34.0
1084,31.0
1085,75.0
1086,142.0
1087,88.0
1088,96.0
1089,12.0
1090,30.0
1091,64.0
1092,17.0
1093,158.0
1094,39.0
1095,22.0
1096,28.0
1097,54.0
1098,35.0
1099,7.0
1100,13.0
1101,785.0
1102,28.0
1103,122.0
1104,45.0
1105,457.0
1106,3.0
1107,12.0
1108,20.0
1109,4.0
1110,7.0
1111,8.0
1112,75.0
1113,15.0
1114,17.0
1115,715.0
1116,62.0
1117,37.0
1118,54.0
1119,28.0
1120,191.0
1121,2.0
1122,3.0
1123,4.0
1124,33.0
1125,45.0
1126,4.0
1127,19.0
1128,36.0
1129,347.0
1130,51.0
1131,6.0
1132,204.0
1133,23.0
1134,5.0
1135,11.0
1136,14.0
1137,20.0
1138,40.0
1139,11.0
1140,25.0
1141,7.0
1142,7.0
1143,18.0
1144,4.0
1145,32.0
1146,38.0
1147,32.0
1148,325.0
1149,93.0
1150,5.0
1151,0.0
1152,377.0
1153,125.0
1154,6.0
1155,152.0
1156,368.0
1157,15.0
1158,1.0
1159,740.0
1160,44.0
1161,207.0
1162,14.0
1163,179.0
1164,0.0
1165,48.0
1166,0.0
1167,22.0
1168,7.0
1169,2.0
1170,51.0
1171,7.0
1172,15.0
1173,54.0
1174,1.0
1175,105.0
1176,751.0
1177,193.0
1178,16.0
1179,0.0
1180,0.0
1181,13.0
1182,84.0
1183,17.0
1184,3.0
1185,14.0
1186,41.0
1187,1.0
1188,21.0
1189,14.0
1190,4.0
1191,44.0
1192,76.0
1193,21.0
1194,33.0
1195,13.0
1196,95.0
1197,5.0
1198,782.0
1199,9.0
1200,38.0
1201,88.0
1202,9.0
1203,14.0
1204,8.0
1205,7.0
1206,3.0
1207,76.0
1208,2.0
1209,58.0
1210,21.0
1211,2.0
1212,4.0
1213,16.0
1214,69.0
1215,23.0
1216,6.0
1217,6.0
1218,0.0
1219,8.0
1220,4.0
1221,2.0
1222,12.0
1223,10.0
1224,79.0
1225,0.0
1226,19.0
1227,0.0
1228,0.0
1229,47.0
1230,4.0
1231,7.0
1232,0.0
1233,4.0
1234,16.0
1235,0.0
1236,58.0
1237,27.0
1238,60.0
1239,10.0
1240,461.0
1241,67.0
1242,55.0
1243,1.0
1244,65.0
1245,5.0
1246,153.0
1247,4.0
1248,6.0
1249,1114.0
1250,113.0
1251,43.0
1252,5.0
1253,7.0
1254,21.0
1255,21.0
1256,700.0
1257,11.0
1258,26.0
1259,14.0
1260,28.0
1261,12.0
1262,0.0
1263,0.0
1264,7.0
1265,30.0
1266,4.0
1267,17.0
1268,18.0
1269,60.0
1270,6.0
1271,5.0
1272,37.0
1273,10.0
1274,21.0
1275,20.0
1276,0.0
1277,3.0
1278,0.0
1279,0.0
1280,5.0
1281,6.0
1282,0.0
1283,25.0
1284,6.0
1285,53.0
1286,9.0
1287,509.0
1288,9.0
1289,1.0
1290,6.0
1291,714.0
1292,55.0
1293,50.0
1294,8.0
1295,26.0
1296,21.0
1297,2.0
1298,13.0
1299,4.0
1300,47.0
1301,6.0
1302,4.0
1303,6.0
1304,0.0
1305,38.0
1306,9.0
1307,15.0
1308,19.0
1309,17.0
1310,45.0
1311,13.0
1312,3.0
1313,7.0
1314,4.0
1315,5.0
1316,6.0
1317,41.0
1318,3.0
1319,39.0
1320,512.0
1321,18.0
1322,9.0
1323,64.0
1324,12.0
1325,182.0
1326,20.0
1327,63.0
1328,71.0
1329,1.0
1330,19.0
1331,17.0
1332,56.0
1333,516.0
1334,4.0
1335,46.0
1336,3.0
1337,1.0
1338,6.0
1339,7.0
1340,1.0
1341,2.0
1342,26.0
1343,53.0
1344,5.0
1345,6.0
1346,10.0
1347,0.0
1348,9.0
1349,397.0
1350,38.0
1351,248.0
1352,506.0
1353,32.0
1354,22.0
1355,36.0
1356,0.0
1357,76.0
1358,6.0
1359,2.0
1360,17.0
1361,233.0
1362,34.0
1363,8.0
1364,8.0
1365,40.0
1366,55.0
1367,13.0
1368,103.0
1369,22.0
1370,22.0
1371,16.0
1372,4.0
1373,21.0
1374,53.0
1375,46.0
1376,88.0
1377,0.0
1378,23.0
1379,5.0
1380,6.0
1381,21.0
1382,206.0
1383,14.0
1384,42.0
1385,4.0
1386,34.0
1387,68.0
1388,358.0
1389,4.0
1390,3.0
1391,53.0
1392,10.0
1393,4.0
1394,15.0
1395,39.0
1396,5.0
1397,0.0
1398,6.0
1399,41.0
1400,36.0
1401,21.0
1402,51.0
1403,40.0
1404,17.0
1405,15.0
1406,36.0
1407,3.0
1408,316.0
1409,0.0
1410,25.0
1411,20.0
1412,9.0
1413,16.0
1414,13.0
1415,0.0
1416,5.0
1417,215.0
1418,8.0
1419,19.0
1420,7.0
1421,62.0
1422,36.0
1423,0.0
1424,788.0
1425,4.0
1426,19.0
1427,29.0
1428,9.0
1429,16.0
1430,67.0
1431,7.0
1432,20.0
1433,9.0
1434,38.0
1435,21.0
1436,46.0
1437,16.0
1438,2.0
1439,11.0
1440,23.0
1441,8.0
1442,495.0
1443,15.0
1444,8.0
1445,58.0
1446,17.0
1447,3.0
1448,17.0
1449,136.0
1450,50.0
1451,84.0
1452,237.0
1453,4.0
1454,16.0
1455,985.0
1456,23.0
1457,10.0
1458,35.0
1459,5.0
1460,585.0
1461,36.0
1462,20.0
1463,16.0
1464,45.0
1465,1.0
1466,43.0
1467,10.0
1468,3.0
1469,5.0
1470,51.0
1471,594.0
1472,10.0
1473,23.0
1474,13.0
1475,13.0
1476,50.0
1477,19.0
1478,73.0
1479,16.0
1480,5.0
1481,12.0
1482,4.0
1483,24.0
1484,41.0
1485,18.0
1486,5.0
1487,7.0
1488,27.0
1489,10.0
1490,39.0
1491,3.0
1492,3.0
1493,11.0
1494,8.0
1495,29.0
1496,30.0
1497,7.0
1498,0.0
1499,61.0
1500,5.0
1501,5.0
1502,20.0
1503,101.0
1504,4.0
1505,18.0
1506,28.0
