,"Maternal mortality ratio (national estimate, per 100,000 live births)"
652,33.0
653,33.0
654,15.0
655,16.0
656,2.0
657,14.0
658,48.0
659,29.0
660,56.0
661,2.0
662,19.0
663,5.0
664,31.0
665,5.0
666,35.0
667,0.0
668,69.0
669,415.0
670,4.0
671,0.0
672,12.0
673,58.0
674,209.0
675,3.0
676,2.0
677,432.0
678,51.0
679,5.0
680,390.0
681,938.0
682,50.0
683,134.0
684,18.0
685,4.0
686,205.0
687,41.0
688,14.0
689,52.0
690,10.0
691,57.0
692,11.0
693,13.0
694,30.0
695,6.0
696,11.0
697,12.0
698,2.0
699,20.0
700,4.0
701,4.0
702,28.0
703,0.0
704,2.0
705,1.0
706,240.0
707,78.0
708,121.0
709,6.0
710,7.0
711,51.0
712,5.0
713,18.0
714,202.0
715,15.0
716,0.0
717,20.0
718,49.0
719,9.0
720,5.0
721,3.0
722,24.0
723,67.0
724,863.0
725,0.0
726,4.0
727,58.0
728,804.0
729,64.0
730,2.0
731,43.0
732,8.0
733,2.0
734,17.0
735,173.0
736,11.0
737,13.0
738,5.0
739,16.0
740,18.0
741,40.0
742,53.0
743,4.0
744,18.0
745,5.0
746,15.0
747,41.0
748,35.0
749,8.0
750,85.0
751,985.0
752,316.0
753,3.0
754,5.0
755,0.0
756,7.0
757,47.0
758,16.0
759,22.0
760,0.0
761,101.0
762,18.0
763,7.0
764,26.0
765,6.0
766,5.0
767,56.0
768,46.0
769,605.0
770,53.0
771,5.0
772,9.0
773,28.0
774,38.0
775,4.0
776,8.0
777,181.0
778,5.0
779,0.0
780,54.0
781,112.0
782,78.0
783,13.0
784,0.0
785,2.0
786,27.0
787,90.0
788,12.0
789,80.0
790,1.0
791,27.0
792,19.0
793,163.0
794,60.0
795,0.0
796,17.0
797,5.0
798,76.0
799,6.0
800,36.0
801,1284.0
802,21.0
803,50.0
804,27.0
805,241.0
806,7.0
807,7.0
808,2.0
809,3.0
810,0.0
811,832.0
812,40.0
813,22.0
814,29.0
815,23.0
816,8.0
817,19.0
818,37.0
819,6.0
820,8.0
821,68.0
822,42.0
823,6.0
824,96.0
825,3.0
826,54.0
827,4.0
828,35.0
829,18.0
830,9.0
831,15.0
832,13.0
833,40.0
834,17.0
835,0.0
836,71.0
837,16.0
838,6.0
839,5.0
840,83.0
841,19.0
842,2.0
843,76.0
844,2.0
845,994.0
846,15.0
847,29.0
848,62.0
849,129.0
850,7.0
851,57.0
852,5.0
853,109.0
854,68.0
855,21.0
856,53.0
857,2.0
858,2.0
859,771.0
860,118.0
861,6.0
862,5.0
863,5.0
864,29.0
865,10.0
866,0.0
867,6.0
868,0.0
869,0.0
870,75.0
871,9.0
872,12.0
873,9.0
874,635.0
875,3.0
876,15.0
877,30.0
878,27.0
879,37.0
880,102.0
881,42.0
882,13.0
883,7.0
884,35.0
885,284.0
886,61.0
887,11.0
888,6.0
889,8.0
890,15.0
891,5.0
892,4.0
893,9.0
894,38.0
895,35.0
896,0.0
897,9.0
898,37.0
899,14.0
900,3.0
901,949.0
902,56.0
903,16.0
904,129.0
905,0.0
906,25.0
907,5.0
908,14.0
909,12.0
910,6.0
911,1084.0
912,9.0
913,54.0
914,14.0
915,8.0
916,73.0
917,12.0
918,19.0
919,18.0
920,15.0
921,3.0
922,19.0
923,24.0
924,4.0
925,2.0
926,25.0
927,0.0
928,40.0
929,14.0
930,6.0
931,72.0
932,83.0
933,53.0
934,133.0
935,11.0
936,2.0
937,63.0
938,15.0
939,24.0
940,38.0
941,250.0
942,19.0
943,57.0
944,0.0
945,0.0
946,314.0
947,74.0
948,25.0
949,113.0
950,762.0
951,6.0
952,18.0
953,352.0
954,55.0
955,36.0
956,4.0
957,0.0
958,16.0
959,90.0
960,63.0
961,0.0
962,2.0
963,20.0
964,5.0
965,73.0
966,4.0
967,80.0
968,0.0
969,581.0
970,37.0
971,339.0
972,0.0
973,482.0
974,77.0
975,0.0
976,17.0
977,666.0
978,110.0
979,9.0
980,1405.0
981,7.0
982,10.0
983,13.0
984,118.0
985,66.0
986,14.0
987,706.0
988,78.0
989,4.0
990,101.0
991,1.0
992,3.0
993,8.0
994,98.0
995,18.0
996,14.0
997,3.0
998,57.0
999,9.0
1000,452.0
1001,43.0
1002,85.0
1003,928.0
1004,38.0
1005,613.0
1006,7.0
1007,106.0
1008,61.0
1009,2.0
1010,70.0
1011,11.0
1012,13.0
1013,19.0
1014,0.0
1015,0.0
1016,82.0
1017,6.0
1018,45.0
1019,396.0
1020,9.0
1021,15.0
1022,2.0
1023,13.0
1024,59.0
1025,621.0
1026,4.0
1027,95.0
1028,32.0
1029,4.0
1030,102.0
1031,559.0
1032,51.0
1033,11.0
1034,76.0
1035,6.0
1036,6.0
1037,259.0
1038,237.0
1039,2.0
1040,15.0
1041,23.0
1042,606.0
1043,27.0
1044,17.0
1045,93.0
1046,20.0
1047,77.0
1048,40.0
1049,3.0
1050,9.0
1051,4.0
1052,1358.0
1053,18.0
1054,18.0
1055,33.0
1056,6.0
1057,49.0
1058,54.0
1059,31.0
1060,48.0
1061,45.0
1062,3.0
1063,126.0
1064,3.0
1065,505.0
1066,89.0
1067,10.0
1068,24.0
1069,4.0
1070,23.0
1071,11.0
1072,9.0
1073,66.0
1074,8.0
1075,0.0
1076,39.0
1077,21.0
1078,4.0
1079,68.0
1080,7.0
1081,11.0
1082,12.0
1083,3.0
1084,40.0
1085,20.0
1086,7.0
1087,729.0
1088,35.0
1089,595.0
1090,31.0
1091,43.0
1092,330.0
1093,34.0
1094,73.0
1095,75.0
1096,142.0
1097,63.0
1098,36.0
1099,88.0
1100,96.0
1101,12.0
1102,42.0
1103,30.0
1104,17.0
1105,5.0
1106,331.0
1107,158.0
1108,2.0
1109,26.0
1110,22.0
1111,3.0
1112,9.0
1113,54.0
1114,35.0
1115,7.0
1116,785.0
1117,28.0
1118,32.0
1119,122.0
1120,3.0
1121,12.0
1122,20.0
1123,4.0
1124,7.0
1125,8.0
1126,15.0
1127,57.0
1128,715.0
1129,0.0
1130,7.0
1131,54.0
1132,191.0
1133,2.0
1134,3.0
1135,19.0
1136,4.0
1137,45.0
1138,4.0
1139,19.0
1140,36.0
1141,22.0
1142,347.0
1143,58.0
1144,51.0
1145,6.0
1146,204.0
1147,23.0
1148,7.0
1149,5.0
1150,8.0
1151,95.0
1152,11.0
1153,14.0
1154,20.0
1155,40.0
1156,25.0
1157,7.0
1158,7.0
1159,18.0
1160,32.0
1161,8.0
1162,38.0
1163,32.0
1164,136.0
1165,93.0
1166,7.0
1167,45.0
1168,0.0
1169,17.0
1170,377.0
1171,690.0
1172,125.0
1173,152.0
1174,368.0
1175,15.0
1176,15.0
1177,740.0
1178,44.0
1179,207.0
1180,14.0
1181,0.0
1182,48.0
1183,7.0
1184,2.0
1185,0.0
1186,51.0
1187,7.0
1188,54.0
1189,137.0
1190,4.0
1191,8.0
1192,1.0
1193,751.0
1194,193.0
1195,3.0
1196,0.0
1197,0.0
1198,0.0
1199,13.0
1200,28.0
1201,40.0
1202,3.0
1203,84.0
1204,3.0
1205,14.0
1206,41.0
1207,1.0
1208,21.0
1209,4.0
1210,44.0
1211,9.0
1212,21.0
1213,72.0
1214,33.0
1215,71.0
1216,5.0
1217,9.0
1218,8.0
1219,7.0
1220,3.0
1221,286.0
1222,76.0
1223,6.0
1224,21.0
1225,2.0
1226,4.0
1227,16.0
1228,410.0
1229,69.0
1230,23.0
1231,24.0
1232,4.0
1233,8.0
1234,4.0
1235,2.0
1236,12.0
1237,11.0
1238,10.0
1239,0.0
1240,0.0
1241,19.0
1242,0.0
1243,0.0
1244,47.0
1245,44.0
1246,0.0
1247,0.0
1248,4.0
1249,0.0
1250,58.0
1251,27.0
1252,19.0
1253,60.0
1254,10.0
1255,90.0
1256,55.0
1257,1.0
1258,17.0
1259,5.0
1260,65.0
1261,5.0
1262,153.0
1263,4.0
1264,2241.0
1265,6.0
1266,8.0
1267,43.0
1268,5.0
1269,46.0
1270,21.0
1271,700.0
1272,26.0
1273,22.0
1274,14.0
1275,28.0
1276,0.0
1277,0.0
1278,60.0
1279,4.0
1280,17.0
1281,3.0
1282,0.0
1283,18.0
1284,60.0
1285,6.0
1286,5.0
1287,40.0
1288,10.0
1289,20.0
1290,21.0
1291,3.0
1292,81.0
1293,5.0
1294,6.0
1295,0.0
1296,32.0
1297,25.0
1298,6.0
1299,53.0
1300,9.0
1301,509.0
1302,9.0
1303,714.0
1304,50.0
1305,8.0
1306,26.0
1307,21.0
1308,741.0
1309,2.0
1310,47.0
1311,4.0
1312,18.0
1313,6.0
1314,840.0
1315,39.0
1316,0.0
1317,38.0
1318,10.0
1319,334.0
1320,15.0
1321,4.0
1322,19.0
1323,17.0
1324,45.0
1325,13.0
1326,7.0
1327,4.0
1328,5.0
1329,6.0
1330,41.0
1331,3.0
1332,512.0
1333,9.0
1334,7.0
1335,25.0
1336,64.0
1337,20.0
1338,63.0
1339,71.0
1340,20.0
1341,1.0
1342,19.0
1343,17.0
1344,56.0
1345,4.0
1346,46.0
1347,3.0
1348,6.0
1349,7.0
1350,7.0
1351,2.0
1352,30.0
1353,53.0
1354,5.0
1355,6.0
1356,10.0
1357,0.0
1358,9.0
1359,397.0
1360,38.0
1361,32.0
1362,36.0
1363,1.0
1364,12.0
1365,76.0
1366,6.0
1367,2.0
1368,17.0
1369,233.0
1370,8.0
1371,40.0
1372,55.0
1373,41.0
1374,31.0
1375,32.0
1376,28.0
1377,47.0
1378,13.0
1379,103.0
1380,16.0
1381,4.0
1382,21.0
1383,53.0
1384,23.0
1385,4.0
1386,5.0
1387,6.0
1388,21.0
1389,206.0
1390,167.0
1391,4.0
1392,34.0
1393,68.0
1394,358.0
1395,3.0
1396,106.0
1397,58.0
1398,10.0
1399,4.0
1400,39.0
1401,5.0
1402,0.0
1403,6.0
1404,41.0
1405,21.0
1406,51.0
1407,40.0
1408,15.0
1409,36.0
1410,25.0
1411,20.0
1412,9.0
1413,13.0
1414,541.0
1415,6.0
1416,5.0
1417,215.0
1418,19.0
1419,4.0
1420,0.0
1421,7.0
1422,62.0
1423,36.0
1424,12.0
1425,788.0
1426,19.0
1427,25.0
1428,29.0
1429,33.0
1430,9.0
1431,16.0
1432,7.0
1433,1763.0
1434,20.0
1435,0.0
1436,9.0
1437,38.0
1438,21.0
1439,46.0
1440,16.0
1441,2.0
1442,11.0
1443,23.0
1444,25.0
1445,8.0
1446,0.0
1447,495.0
1448,15.0
1449,44.0
1450,58.0
1451,17.0
1452,136.0
1453,50.0
1454,84.0
1455,4.0
1456,16.0
1457,23.0
1458,2.0
1459,35.0
1460,47.0
1461,9.0
1462,585.0
1463,36.0
1464,20.0
1465,163.0
1466,16.0
1467,43.0
1468,10.0
1469,778.0
1470,5.0
1471,594.0
1472,10.0
1473,23.0
1474,13.0
1475,50.0
1476,73.0
1477,5.0
1478,12.0
1479,4.0
1480,102.0
1481,41.0
1482,18.0
1483,5.0
1484,5.0
1485,39.0
1486,3.0
1487,3.0
1488,11.0
1489,29.0
1490,30.0
1491,5.0
1492,7.0
1493,0.0
1494,61.0
1495,5.0
1496,38.0
1497,5.0
1498,20.0
1499,101.0
1500,4.0
1501,63.0
1502,18.0
1503,28.0
1504,2.0
1505,10.0
