,"Maternal mortality ratio (national estimate, per 100,000 live births)"
263,8.0
264,18.0
265,60.0
266,20.0
267,4.0
268,1.0
269,0.0
270,3.0
271,30.0
272,5.0
273,0.0
274,86.0
275,65.0
276,3.0
277,31.0
278,17.0
279,661.0
280,12.0
281,12.0
282,44.0
283,84.0
284,0.0
285,0.0
286,3.0
287,19.0
288,5.0
289,3.0
290,52.0
291,21.0
292,4.0
293,0.0
294,32.0
295,11.0
296,19.0
297,23.0
298,196.0
299,13.0
300,58.0
301,130.0
302,360.0
303,21.0
304,43.0
305,49.0
306,0.0
307,19.0
308,16.0
309,5.0
310,52.0
311,74.0
312,38.0
313,76.0
314,7.0
315,34.0
316,280.0
317,18.0
318,152.0
319,10.0
320,5.0
321,8.0
322,79.0
323,176.0
324,3.0
325,4.0
326,12.0
327,60.0
328,8.0
329,30.0
330,339.0
331,14.0
332,72.0
333,13.0
334,38.0
335,45.0
336,133.0
337,91.0
338,27.0
339,71.0
340,9.0
341,750.0
342,201.0
343,23.0
344,44.0
345,56.0
346,24.0
347,9.0
348,14.0
349,74.0
350,51.0
351,420.0
352,3.0
353,5.0
354,0.0
355,21.0
356,13.0
357,407.0
358,10.0
359,51.0
360,997.0
361,416.0
362,29.0
363,3.0
364,9.0
365,74.0
366,6.0
367,0.0
368,4.0
369,35.0
370,81.0
371,24.0
372,36.0
373,126.0
374,3.0
375,8.0
376,7.0
377,15.0
378,11.0
379,3.0
380,53.0
381,120.0
382,36.0
383,5.0
384,122.0
385,5.0
386,37.0
387,4.0
388,13.0
389,158.0
390,2.0
391,30.0
392,3.0
393,16.0
394,490.0
395,7.0
396,41.0
397,52.0
398,0.0
399,4.0
400,20.0
401,10.0
402,4.0
403,6.0
404,7.0
405,7.0
406,16.0
407,0.0
408,4.0
409,46.0
410,3.0
411,4.0
412,43.0
413,11.0
414,859.0
415,704.0
416,12.0
417,90.0
418,6.0
419,3.0
420,14.0
421,2.0
422,88.0
423,14.0
424,29.0
425,0.0
426,24.0
427,36.0
428,3.0
429,3.0
430,6.0
431,6.0
432,53.0
433,25.0
434,4.0
435,7.0
436,0.0
437,1117.0
438,12.0
439,3.0
440,5.0
441,35.0
442,44.0
443,72.0
444,7.0
445,44.0
446,17.0
447,11.0
448,5.0
449,2.0
450,3.0
451,12.0
452,4.0
453,4.0
454,363.0
455,5.0
456,0.0
457,8.0
458,380.0
459,11.0
460,7.0
461,0.0
462,5.0
463,45.0
464,29.0
465,26.0
466,226.0
467,1.0
468,17.0
469,553.0
470,0.0
471,53.0
472,1.0
473,27.0
474,24.0
475,58.0
476,34.0
477,13.0
478,48.0
479,8.0
480,12.0
481,20.0
482,11.0
483,13.0
484,39.0
485,31.0
486,7.0
487,20.0
488,40.0
489,13.0
490,30.0
491,40.0
492,48.0
493,0.0
494,9.0
495,0.0
496,15.0
497,35.0
498,55.0
499,605.0
500,17.0
501,12.0
502,19.0
503,343.0
504,11.0
505,13.0
506,2.0
507,34.0
508,0.0
509,4.0
510,9.0
511,106.0
512,53.0
513,31.0
514,36.0
515,20.0
516,1.0
517,14.0
518,5.0
519,137.0
520,27.0
521,14.0
522,9.0
523,11.0
524,2.0
525,5.0
526,24.0
527,17.0
528,8.0
529,4.0
530,60.0
531,10.0
532,693.0
533,54.0
534,5.0
535,1.0
536,68.0
537,39.0
538,15.0
539,13.0
540,10.0
541,8.0
542,785.0
543,8.0
544,184.0
545,47.0
546,3.0
547,9.0
548,19.0
549,8.0
550,702.0
551,165.0
552,2.0
553,14.0
554,3.0
555,38.0
556,13.0
557,41.0
558,5.0
559,392.0
560,6.0
561,15.0
562,80.0
563,4.0
564,5.0
565,7.0
566,55.0
567,6.0
568,6.0
569,2.0
570,68.0
571,1222.0
572,2.0
573,7.0
574,55.0
575,4.0
576,18.0
577,6.0
578,61.0
579,20.0
580,95.0
581,21.0
582,45.0
583,5.0
584,551.0
585,41.0
586,15.0
587,10.0
588,61.0
589,317.0
590,19.0
591,7.0
592,577.0
593,41.0
594,70.0
595,0.0
596,50.0
597,20.0
598,2.0
599,0.0
600,10.0
601,6.0
602,18.0
603,36.0
604,0.0
605,87.0
606,3.0
607,27.0
608,28.0
609,8.0
610,45.0
611,4.0
612,9.0
613,5.0
614,13.0
615,4.0
616,0.0
617,5.0
618,2.0
619,19.0
620,6.0
621,86.0
622,5.0
623,6.0
624,9.0
625,142.0
626,85.0
627,5.0
628,6.0
629,4.0
630,13.0
631,3.0
632,3.0
633,5.0
634,14.0
635,282.0
636,77.0
637,21.0
638,47.0
639,48.0
640,19.0
641,164.0
642,50.0
643,11.0
644,33.0
645,17.0
646,33.0
647,15.0
648,16.0
649,14.0
650,48.0
651,119.0
652,4.0
653,29.0
654,56.0
655,2.0
656,19.0
657,8.0
658,5.0
659,31.0
660,35.0
661,0.0
662,2.0
663,69.0
664,415.0
665,4.0
666,12.0
667,209.0
668,3.0
669,432.0
670,51.0
671,5.0
672,9.0
673,390.0
674,6.0
675,50.0
676,134.0
677,3.0
678,205.0
679,41.0
680,14.0
681,52.0
682,10.0
683,57.0
684,11.0
685,13.0
686,30.0
687,79.0
688,6.0
689,11.0
690,34.0
691,12.0
692,2.0
693,21.0
694,9.0
695,4.0
696,4.0
697,28.0
698,0.0
699,0.0
700,2.0
701,72.0
702,1.0
703,78.0
704,121.0
705,6.0
706,7.0
707,4.0
708,0.0
709,0.0
710,20.0
711,9.0
712,5.0
713,3.0
714,24.0
715,67.0
716,863.0
717,4.0
718,35.0
719,64.0
720,2.0
721,43.0
722,8.0
723,17.0
724,173.0
725,13.0
726,18.0
727,40.0
728,53.0
729,18.0
730,5.0
731,15.0
732,9.0
733,41.0
734,35.0
735,8.0
736,34.0
737,985.0
738,316.0
739,5.0
740,27.0
741,13.0
742,0.0
743,47.0
744,45.0
745,16.0
746,22.0
747,0.0
748,438.0
749,18.0
750,7.0
751,26.0
752,5.0
753,14.0
754,56.0
755,605.0
756,8.0
757,5.0
758,7.0
759,28.0
760,38.0
761,8.0
762,5.0
763,0.0
764,54.0
765,112.0
766,54.0
767,13.0
768,45.0
769,2.0
770,27.0
771,90.0
772,12.0
773,10.0
774,1.0
775,30.0
776,19.0
777,163.0
778,60.0
779,0.0
780,76.0
781,5.0
782,0.0
783,22.0
784,126.0
785,61.0
786,6.0
787,36.0
788,1284.0
789,21.0
790,50.0
791,279.0
792,241.0
793,7.0
794,9.0
795,2.0
796,24.0
797,14.0
798,832.0
799,75.0
800,101.0
801,40.0
802,22.0
803,46.0
804,2.0
805,29.0
806,23.0
807,55.0
808,8.0
809,24.0
810,37.0
811,6.0
812,8.0
813,19.0
814,68.0
815,42.0
816,26.0
817,5.0
818,96.0
819,2.0
820,3.0
821,54.0
822,18.0
823,9.0
824,15.0
825,13.0
826,3.0
827,13.0
828,40.0
829,71.0
830,16.0
831,6.0
832,5.0
833,19.0
834,2.0
835,76.0
836,2.0
837,3.0
838,2.0
839,29.0
840,62.0
841,129.0
842,57.0
843,5.0
844,1.0
845,55.0
846,21.0
847,53.0
848,33.0
849,2.0
850,2.0
851,4.0
852,42.0
853,0.0
854,14.0
855,26.0
856,118.0
857,6.0
858,5.0
859,5.0
860,29.0
861,10.0
862,0.0
863,0.0
864,11.0
865,0.0
866,75.0
867,9.0
868,635.0
869,3.0
870,15.0
871,30.0
872,27.0
873,102.0
874,42.0
875,5.0
876,13.0
877,7.0
878,35.0
879,284.0
880,4.0
881,61.0
882,6.0
883,8.0
884,15.0
885,14.0
886,5.0
887,109.0
888,4.0
889,9.0
890,38.0
891,154.0
892,44.0
893,35.0
894,445.0
895,0.0
896,9.0
897,14.0
898,949.0
899,16.0
900,129.0
901,0.0
902,25.0
903,5.0
904,13.0
905,14.0
906,58.0
907,12.0
908,14.0
909,8.0
910,18.0
911,76.0
912,15.0
913,3.0
914,19.0
915,24.0
916,25.0
917,4.0
918,32.0
919,2.0
920,0.0
921,14.0
922,6.0
923,86.0
924,133.0
925,11.0
926,2.0
927,15.0
928,38.0
929,250.0
930,19.0
931,4.0
932,57.0
933,0.0
934,0.0
935,314.0
936,17.0
937,74.0
938,113.0
939,762.0
940,20.0
941,6.0
942,18.0
943,352.0
944,36.0
945,4.0
946,18.0
947,0.0
948,16.0
949,90.0
950,63.0
951,0.0
952,11.0
953,55.0
954,20.0
955,73.0
956,4.0
957,60.0
958,339.0
959,0.0
960,482.0
961,77.0
962,0.0
963,17.0
964,666.0
965,110.0
966,7.0
967,10.0
968,118.0
969,66.0
970,14.0
971,706.0
972,78.0
973,10.0
974,4.0
975,4.0
976,71.0
977,1.0
978,3.0
979,8.0
980,18.0
981,52.0
982,18.0
983,14.0
984,57.0
985,452.0
986,43.0
987,16.0
988,570.0
989,85.0
990,928.0
991,38.0
992,613.0
993,7.0
994,35.0
995,106.0
996,61.0
997,2.0
998,70.0
999,11.0
1000,13.0
1001,180.0
1002,104.0
1003,53.0
1004,7.0
1005,0.0
1006,4.0
1007,0.0
1008,82.0
1009,6.0
1010,33.0
1011,8.0
1012,45.0
1013,9.0
1014,15.0
1015,4.0
1016,6.0
1017,2.0
1018,59.0
1019,621.0
1020,4.0
1021,861.0
1022,47.0
1023,95.0
1024,8.0
1025,32.0
1026,4.0
1027,37.0
1028,559.0
1029,51.0
1030,11.0
1031,76.0
1032,67.0
1033,6.0
1034,6.0
1035,259.0
1036,589.0
1037,54.0
1038,237.0
1039,405.0
1040,23.0
1041,0.0
1042,2.0
1043,606.0
1044,17.0
1045,93.0
1046,20.0
1047,77.0
1048,40.0
1049,3.0
1050,9.0
1051,66.0
1052,1358.0
1053,18.0
1054,33.0
1055,6.0
1056,49.0
1057,31.0
1058,45.0
1059,3.0
1060,126.0
1061,3.0
1062,505.0
1063,89.0
1064,10.0
1065,24.0
1066,4.0
1067,16.0
1068,11.0
1069,9.0
1070,66.0
1071,8.0
1072,80.0
1073,27.0
1074,7.0
1075,53.0
1076,4.0
1077,68.0
1078,7.0
1079,11.0
1080,12.0
1081,0.0
1082,3.0
1083,7.0
1084,1184.0
1085,729.0
1086,35.0
1087,595.0
1088,31.0
1089,41.0
1090,43.0
1091,34.0
1092,73.0
1093,31.0
1094,75.0
1095,142.0
1096,63.0
1097,36.0
1098,88.0
1099,12.0
1100,42.0
1101,30.0
1102,64.0
1103,17.0
1104,5.0
1105,331.0
1106,158.0
1107,2.0
1108,39.0
1109,26.0
1110,3.0
1111,9.0
1112,28.0
1113,35.0
1114,7.0
1115,13.0
1116,785.0
1117,28.0
1118,32.0
1119,3.0
1120,45.0
1121,457.0
1122,3.0
1123,12.0
1124,20.0
1125,7.0
1126,8.0
1127,75.0
1128,15.0
1129,57.0
1130,17.0
1131,715.0
1132,0.0
1133,7.0
1134,62.0
1135,37.0
1136,28.0
1137,2.0
1138,3.0
1139,19.0
1140,4.0
1141,33.0
1142,45.0
1143,4.0
1144,19.0
1145,22.0
1146,347.0
1147,58.0
1148,6.0
1149,7.0
1150,5.0
1151,8.0
1152,95.0
1153,11.0
1154,14.0
1155,20.0
1156,11.0
1157,25.0
1158,7.0
1159,7.0
1160,18.0
1161,4.0
1162,8.0
1163,38.0
1164,136.0
1165,325.0
1166,7.0
1167,5.0
1168,45.0
1169,0.0
1170,17.0
1171,377.0
1172,690.0
1173,125.0
1174,6.0
1175,368.0
1176,15.0
1177,15.0
1178,1.0
1179,740.0
1180,44.0
1181,179.0
1182,48.0
1183,0.0
1184,22.0
1185,7.0
1186,0.0
1187,7.0
1188,15.0
1189,54.0
1190,137.0
1191,4.0
1192,8.0
1193,1.0
1194,105.0
1195,751.0
1196,193.0
1197,16.0
1198,3.0
1199,0.0
1200,0.0
1201,0.0
1202,28.0
1203,40.0
1204,3.0
1205,84.0
1206,17.0
1207,41.0
1208,1.0
1209,14.0
1210,4.0
1211,9.0
1212,76.0
1213,72.0
1214,33.0
1215,71.0
1216,13.0
1217,95.0
1218,782.0
1219,9.0
1220,38.0
1221,88.0
1222,9.0
1223,14.0
1224,7.0
1225,286.0
1226,76.0
1227,2.0
1228,58.0
1229,6.0
1230,21.0
1231,2.0
1232,16.0
1233,410.0
1234,69.0
1235,23.0
1236,6.0
1237,24.0
1238,4.0
1239,6.0
1240,0.0
1241,8.0
1242,4.0
1243,2.0
1244,11.0
1245,10.0
1246,79.0
1247,0.0
1248,19.0
1249,0.0
1250,47.0
1251,44.0
1252,4.0
1253,0.0
1254,7.0
1255,0.0
1256,4.0
1257,16.0
1258,0.0
1259,58.0
1260,19.0
1261,60.0
1262,461.0
1263,90.0
1264,67.0
1265,1.0
1266,17.0
1267,5.0
1268,5.0
1269,4.0
1270,2241.0
1271,6.0
1272,1114.0
1273,8.0
1274,113.0
1275,43.0
1276,46.0
1277,7.0
1278,21.0
1279,21.0
1280,700.0
1281,11.0
1282,22.0
1283,14.0
1284,28.0
1285,12.0
1286,7.0
1287,60.0
1288,30.0
1289,4.0
1290,3.0
1291,0.0
1292,18.0
1293,6.0
1294,5.0
1295,40.0
1296,37.0
1297,21.0
1298,20.0
1299,21.0
1300,0.0
1301,3.0
1302,0.0
1303,0.0
1304,81.0
1305,5.0
1306,0.0
1307,32.0
1308,25.0
1309,6.0
1310,9.0
1311,1.0
1312,6.0
1313,714.0
1314,55.0
1315,50.0
1316,8.0
1317,26.0
1318,741.0
1319,2.0
1320,13.0
1321,4.0
1322,47.0
1323,6.0
1324,4.0
1325,18.0
1326,840.0
1327,39.0
1328,10.0
1329,9.0
1330,334.0
1331,4.0
1332,19.0
1333,17.0
1334,13.0
1335,3.0
1336,7.0
1337,4.0
1338,5.0
1339,41.0
1340,3.0
1341,39.0
1342,512.0
1343,18.0
1344,9.0
1345,7.0
1346,25.0
1347,12.0
1348,182.0
1349,20.0
1350,71.0
1351,20.0
1352,19.0
1353,17.0
1354,56.0
1355,516.0
1356,4.0
1357,46.0
1358,3.0
1359,1.0
1360,7.0
1361,1.0
1362,7.0
1363,2.0
1364,26.0
1365,30.0
1366,53.0
1367,5.0
1368,6.0
1369,0.0
1370,9.0
1371,397.0
1372,248.0
1373,506.0
1374,32.0
1375,22.0
1376,0.0
1377,1.0
1378,12.0
1379,2.0
1380,17.0
1381,233.0
1382,34.0
1383,8.0
1384,55.0
1385,41.0
1386,31.0
1387,32.0
1388,28.0
1389,47.0
1390,13.0
1391,22.0
1392,22.0
1393,53.0
1394,46.0
1395,88.0
1396,0.0
1397,23.0
1398,4.0
1399,5.0
1400,6.0
1401,206.0
1402,14.0
1403,42.0
1404,167.0
1405,4.0
1406,34.0
1407,358.0
1408,4.0
1409,106.0
1410,53.0
1411,58.0
1412,4.0
1413,15.0
1414,39.0
1415,5.0
1416,0.0
1417,6.0
1418,41.0
1419,36.0
1420,51.0
1421,40.0
1422,17.0
1423,36.0
1424,3.0
1425,316.0
1426,0.0
1427,25.0
1428,16.0
1429,0.0
1430,541.0
1431,6.0
1432,8.0
1433,19.0
1434,4.0
1435,0.0
1436,7.0
1437,62.0
1438,36.0
1439,12.0
1440,0.0
1441,788.0
1442,4.0
1443,19.0
1444,25.0
1445,29.0
1446,33.0
1447,9.0
1448,67.0
1449,7.0
1450,1763.0
1451,20.0
1452,0.0
1453,21.0
1454,46.0
1455,23.0
1456,25.0
1457,8.0
1458,0.0
1459,8.0
1460,44.0
1461,58.0
1462,17.0
1463,3.0
1464,136.0
1465,50.0
1466,84.0
1467,237.0
1468,4.0
1469,985.0
1470,23.0
1471,2.0
1472,10.0
1473,47.0
1474,5.0
1475,9.0
1476,36.0
1477,163.0
1478,16.0
1479,45.0
1480,1.0
1481,43.0
1482,778.0
1483,3.0
1484,51.0
1485,23.0
1486,13.0
1487,13.0
1488,19.0
1489,73.0
1490,16.0
1491,5.0
1492,4.0
1493,24.0
1494,102.0
1495,41.0
1496,5.0
1497,5.0
1498,7.0
1499,27.0
1500,10.0
1501,3.0
1502,3.0
1503,11.0
1504,8.0
1505,29.0
1506,30.0
1507,5.0
1508,7.0
1509,61.0
1510,5.0
1511,38.0
1512,20.0
1513,101.0
1514,4.0
1515,63.0
1516,18.0
1517,2.0
1518,10.0
