,"Maternal mortality ratio (national estimate, per 100,000 live births)"
652,2.0
653,119.0
654,4.0
655,29.0
656,56.0
657,2.0
658,8.0
659,5.0
660,5.0
661,2.0
662,69.0
663,415.0
664,4.0
665,0.0
666,58.0
667,209.0
668,2.0
669,51.0
670,5.0
671,9.0
672,390.0
673,938.0
674,6.0
675,50.0
676,134.0
677,18.0
678,4.0
679,3.0
680,41.0
681,14.0
682,52.0
683,11.0
684,79.0
685,6.0
686,11.0
687,34.0
688,2.0
689,21.0
690,9.0
691,20.0
692,28.0
693,0.0
694,72.0
695,240.0
696,78.0
697,121.0
698,6.0
699,7.0
700,51.0
701,5.0
702,4.0
703,18.0
704,202.0
705,15.0
706,0.0
707,20.0
708,49.0
709,9.0
710,3.0
711,24.0
712,863.0
713,0.0
714,4.0
715,35.0
716,58.0
717,804.0
718,64.0
719,2.0
720,43.0
721,2.0
722,173.0
723,11.0
724,5.0
725,16.0
726,18.0
727,53.0
728,4.0
729,18.0
730,15.0
731,9.0
732,41.0
733,35.0
734,85.0
735,34.0
736,316.0
737,3.0
738,5.0
739,27.0
740,13.0
741,0.0
742,7.0
743,45.0
744,16.0
745,438.0
746,101.0
747,18.0
748,26.0
749,6.0
750,5.0
751,14.0
752,56.0
753,46.0
754,8.0
755,53.0
756,5.0
757,7.0
758,9.0
759,4.0
760,181.0
761,0.0
762,54.0
763,78.0
764,13.0
765,0.0
766,45.0
767,2.0
768,90.0
769,12.0
770,80.0
771,10.0
772,1.0
773,30.0
774,27.0
775,19.0
776,163.0
777,0.0
778,76.0
779,17.0
780,5.0
781,76.0
782,0.0
783,22.0
784,126.0
785,61.0
786,6.0
787,1284.0
788,21.0
789,50.0
790,27.0
791,279.0
792,241.0
793,7.0
794,7.0
795,9.0
796,2.0
797,24.0
798,3.0
799,14.0
800,0.0
801,75.0
802,101.0
803,40.0
804,46.0
805,2.0
806,55.0
807,24.0
808,19.0
809,37.0
810,6.0
811,8.0
812,8.0
813,19.0
814,68.0
815,26.0
816,6.0
817,5.0
818,2.0
819,3.0
820,54.0
821,4.0
822,35.0
823,13.0
824,3.0
825,13.0
826,40.0
827,17.0
828,0.0
829,71.0
830,16.0
831,6.0
832,83.0
833,19.0
834,2.0
835,994.0
836,3.0
837,15.0
838,2.0
839,29.0
840,62.0
841,129.0
842,7.0
843,57.0
844,5.0
845,109.0
846,1.0
847,68.0
848,55.0
849,21.0
850,53.0
851,33.0
852,2.0
853,4.0
854,42.0
855,0.0
856,14.0
857,26.0
858,771.0
859,118.0
860,6.0
861,5.0
862,5.0
863,29.0
864,10.0
865,0.0
866,6.0
867,0.0
868,11.0
869,0.0
870,75.0
871,9.0
872,12.0
873,635.0
874,3.0
875,15.0
876,30.0
877,37.0
878,42.0
879,5.0
880,13.0
881,7.0
882,284.0
883,4.0
884,61.0
885,11.0
886,15.0
887,14.0
888,5.0
889,109.0
890,4.0
891,9.0
892,38.0
893,154.0
894,44.0
895,35.0
896,445.0
897,9.0
898,37.0
899,14.0
900,3.0
901,949.0
902,56.0
903,16.0
904,13.0
905,14.0
906,58.0
907,12.0
908,6.0
909,1084.0
910,9.0
911,54.0
912,14.0
913,8.0
914,73.0
915,12.0
916,19.0
917,18.0
918,76.0
919,3.0
920,24.0
921,25.0
922,32.0
923,2.0
924,25.0
925,0.0
926,40.0
927,14.0
928,6.0
929,72.0
930,83.0
931,53.0
932,86.0
933,133.0
934,11.0
935,2.0
936,63.0
937,15.0
938,24.0
939,250.0
940,19.0
941,4.0
942,57.0
943,0.0
944,314.0
945,17.0
946,74.0
947,25.0
948,113.0
949,762.0
950,20.0
951,6.0
952,55.0
953,36.0
954,18.0
955,16.0
956,0.0
957,11.0
958,2.0
959,55.0
960,5.0
961,73.0
962,4.0
963,80.0
964,0.0
965,581.0
966,37.0
967,60.0
968,339.0
969,0.0
970,0.0
971,17.0
972,666.0
973,110.0
974,9.0
975,1405.0
976,7.0
977,10.0
978,13.0
979,118.0
980,66.0
981,14.0
982,706.0
983,10.0
984,4.0
985,4.0
986,101.0
987,71.0
988,1.0
989,3.0
990,8.0
991,98.0
992,18.0
993,52.0
994,14.0
995,3.0
996,9.0
997,452.0
998,43.0
999,16.0
1000,570.0
1001,38.0
1002,613.0
1003,7.0
1004,35.0
1005,61.0
1006,70.0
1007,13.0
1008,180.0
1009,19.0
1010,104.0
1011,53.0
1012,7.0
1013,0.0
1014,4.0
1015,0.0
1016,33.0
1017,8.0
1018,45.0
1019,396.0
1020,9.0
1021,4.0
1022,6.0
1023,13.0
1024,59.0
1025,621.0
1026,861.0
1027,47.0
1028,95.0
1029,8.0
1030,4.0
1031,102.0
1032,37.0
1033,76.0
1034,67.0
1035,6.0
1036,6.0
1037,589.0
1038,54.0
1039,237.0
1040,405.0
1041,2.0
1042,23.0
1043,15.0
1044,23.0
1045,0.0
1046,2.0
1047,606.0
1048,27.0
1049,17.0
1050,93.0
1051,20.0
1052,77.0
1053,40.0
1054,9.0
1055,66.0
1056,4.0
1057,1358.0
1058,18.0
1059,6.0
1060,49.0
1061,54.0
1062,31.0
1063,48.0
1064,45.0
1065,126.0
1066,3.0
1067,505.0
1068,89.0
1069,10.0
1070,24.0
1071,4.0
1072,16.0
1073,23.0
1074,11.0
1075,66.0
1076,0.0
1077,39.0
1078,80.0
1079,21.0
1080,27.0
1081,7.0
1082,53.0
1083,4.0
1084,68.0
1085,7.0
1086,12.0
1087,0.0
1088,3.0
1089,40.0
1090,20.0
1091,7.0
1092,1184.0
1093,729.0
1094,595.0
1095,31.0
1096,41.0
1097,43.0
1098,330.0
1099,73.0
1100,31.0
1101,63.0
1102,36.0
1103,96.0
1104,42.0
1105,64.0
1106,17.0
1107,5.0
1108,331.0
1109,158.0
1110,2.0
1111,39.0
1112,26.0
1113,22.0
1114,3.0
1115,9.0
1116,28.0
1117,54.0
1118,35.0
1119,13.0
1120,785.0
1121,32.0
1122,122.0
1123,3.0
1124,45.0
1125,457.0
1126,3.0
1127,4.0
1128,8.0
1129,75.0
1130,57.0
1131,17.0
1132,0.0
1133,7.0
1134,62.0
1135,37.0
1136,54.0
1137,28.0
1138,191.0
1139,3.0
1140,19.0
1141,4.0
1142,33.0
1143,19.0
1144,36.0
1145,22.0
1146,58.0
1147,51.0
1148,6.0
1149,204.0
1150,23.0
1151,7.0
1152,5.0
1153,8.0
1154,95.0
1155,11.0
1156,14.0
1157,40.0
1158,11.0
1159,25.0
1160,7.0
1161,7.0
1162,4.0
1163,32.0
1164,8.0
1165,38.0
1166,32.0
1167,136.0
1168,325.0
1169,93.0
1170,7.0
1171,5.0
1172,45.0
1173,0.0
1174,17.0
1175,377.0
1176,690.0
1177,6.0
1178,152.0
1179,15.0
1180,15.0
1181,1.0
1182,740.0
1183,207.0
1184,14.0
1185,179.0
1186,0.0
1187,48.0
1188,0.0
1189,22.0
1190,7.0
1191,2.0
1192,0.0
1193,51.0
1194,15.0
1195,137.0
1196,4.0
1197,8.0
1198,105.0
1199,16.0
1200,3.0
1201,0.0
1202,0.0
1203,13.0
1204,28.0
1205,40.0
1206,3.0
1207,17.0
1208,3.0
1209,14.0
1210,41.0
1211,21.0
1212,14.0
1213,44.0
1214,9.0
1215,76.0
1216,21.0
1217,72.0
1218,33.0
1219,71.0
1220,13.0
1221,95.0
1222,5.0
1223,782.0
1224,9.0
1225,38.0
1226,88.0
1227,9.0
1228,14.0
1229,8.0
1230,3.0
1231,286.0
1232,76.0
1233,2.0
1234,58.0
1235,6.0
1236,21.0
1237,2.0
1238,4.0
1239,410.0
1240,69.0
1241,23.0
1242,6.0
1243,24.0
1244,4.0
1245,6.0
1246,0.0
1247,8.0
1248,12.0
1249,11.0
1250,10.0
1251,79.0
1252,0.0
1253,0.0
1254,0.0
1255,47.0
1256,44.0
1257,4.0
1258,0.0
1259,7.0
1260,0.0
1261,4.0
1262,16.0
1263,0.0
1264,27.0
1265,19.0
1266,10.0
1267,461.0
1268,90.0
1269,67.0
1270,55.0
1271,1.0
1272,17.0
1273,5.0
1274,65.0
1275,153.0
1276,2241.0
1277,6.0
1278,1114.0
1279,8.0
1280,113.0
1281,43.0
1282,5.0
1283,46.0
1284,7.0
1285,21.0
1286,700.0
1287,11.0
1288,26.0
1289,22.0
1290,28.0
1291,12.0
1292,0.0
1293,0.0
1294,7.0
1295,60.0
1296,30.0
1297,17.0
1298,3.0
1299,0.0
1300,60.0
1301,6.0
1302,40.0
1303,37.0
1304,10.0
1305,21.0
1306,21.0
1307,0.0
1308,3.0
1309,0.0
1310,0.0
1311,81.0
1312,5.0
1313,6.0
1314,0.0
1315,32.0
1316,25.0
1317,6.0
1318,53.0
1319,9.0
1320,509.0
1321,9.0
1322,1.0
1323,6.0
1324,55.0
1325,26.0
1326,21.0
1327,741.0
1328,2.0
1329,13.0
1330,4.0
1331,6.0
1332,4.0
1333,18.0
1334,6.0
1335,840.0
1336,39.0
1337,0.0
1338,38.0
1339,10.0
1340,9.0
1341,334.0
1342,15.0
1343,4.0
1344,19.0
1345,45.0
1346,13.0
1347,3.0
1348,7.0
1349,4.0
1350,5.0
1351,6.0
1352,41.0
1353,39.0
1354,512.0
1355,18.0
1356,9.0
1357,7.0
1358,25.0
1359,64.0
1360,12.0
1361,182.0
1362,20.0
1363,63.0
1364,71.0
1365,20.0
1366,1.0
1367,19.0
1368,56.0
1369,516.0
1370,3.0
1371,1.0
1372,6.0
1373,7.0
1374,1.0
1375,7.0
1376,2.0
1377,26.0
1378,30.0
1379,53.0
1380,5.0
1381,6.0
1382,10.0
1383,38.0
1384,248.0
1385,506.0
1386,32.0
1387,22.0
1388,36.0
1389,0.0
1390,1.0
1391,12.0
1392,76.0
1393,6.0
1394,17.0
1395,233.0
1396,34.0
1397,8.0
1398,8.0
1399,40.0
1400,55.0
1401,41.0
1402,31.0
1403,32.0
1404,28.0
1405,47.0
1406,103.0
1407,22.0
1408,22.0
1409,16.0
1410,4.0
1411,21.0
1412,46.0
1413,88.0
1414,0.0
1415,23.0
1416,4.0
1417,5.0
1418,6.0
1419,21.0
1420,14.0
1421,42.0
1422,167.0
1423,4.0
1424,34.0
1425,68.0
1426,358.0
1427,4.0
1428,3.0
1429,106.0
1430,53.0
1431,58.0
1432,10.0
1433,15.0
1434,0.0
1435,6.0
1436,36.0
1437,21.0
1438,40.0
1439,17.0
1440,15.0
1441,3.0
1442,316.0
1443,0.0
1444,20.0
1445,9.0
1446,16.0
1447,13.0
1448,0.0
1449,541.0
1450,6.0
1451,5.0
1452,215.0
1453,8.0
1454,19.0
1455,4.0
1456,0.0
1457,7.0
1458,62.0
1459,12.0
1460,0.0
1461,4.0
1462,19.0
1463,25.0
1464,29.0
1465,33.0
1466,9.0
1467,16.0
1468,67.0
1469,1763.0
1470,0.0
1471,9.0
1472,38.0
1473,46.0
1474,16.0
1475,2.0
1476,11.0
1477,25.0
1478,8.0
1479,0.0
1480,495.0
1481,15.0
1482,8.0
1483,44.0
1484,58.0
1485,17.0
1486,3.0
1487,17.0
1488,50.0
1489,84.0
1490,237.0
1491,4.0
1492,16.0
1493,985.0
1494,2.0
1495,10.0
1496,35.0
1497,47.0
1498,5.0
1499,9.0
1500,585.0
1501,36.0
1502,20.0
1503,163.0
1504,16.0
1505,45.0
1506,1.0
1507,43.0
1508,10.0
1509,778.0
1510,3.0
1511,5.0
1512,51.0
1513,594.0
1514,10.0
1515,23.0
1516,13.0
1517,50.0
1518,19.0
1519,73.0
1520,16.0
1521,5.0
1522,12.0
1523,24.0
1524,102.0
1525,18.0
1526,5.0
1527,7.0
1528,27.0
1529,10.0
1530,39.0
1531,8.0
1532,5.0
1533,0.0
1534,61.0
1535,5.0
1536,38.0
1537,5.0
1538,101.0
1539,4.0
1540,63.0
1541,28.0
1542,2.0
1543,10.0
