,"Maternal mortality ratio (national estimate, per 100,000 live births)"
222,18.0
223,58.0
224,45.0
225,237.0
226,588.0
227,0.0
228,40.0
229,12.0
230,16.0
231,16.0
232,41.0
233,0.0
234,12.0
235,8.0
236,25.0
237,1.0
238,1.0
239,16.0
240,32.0
241,9.0
242,5.0
243,5.0
244,12.0
245,17.0
246,30.0
247,43.0
248,39.0
249,3.0
250,15.0
251,0.0
252,29.0
253,13.0
254,12.0
255,5.0
256,21.0
257,21.0
258,5.0
259,9.0
260,66.0
261,120.0
262,20.0
263,0.0
264,33.0
265,702.0
266,14.0
267,17.0
268,43.0
269,10.0
270,3.0
271,11.0
272,54.0
273,16.0
274,37.0
275,0.0
276,20.0
277,4.0
278,5.0
279,23.0
280,18.0
281,23.0
282,9.0
283,405.0
284,0.0
285,31.0
286,7.0
287,15.0
288,5.0
289,12.0
290,14.0
291,316.0
292,5.0
293,4.0
294,1.0
295,16.0
296,45.0
297,38.0
298,38.0
299,118.0
300,35.0
301,129.0
302,2.0
303,17.0
304,96.0
305,37.0
306,37.0
307,36.0
308,27.0
309,93.0
310,0.0
311,14.0
312,46.0
313,13.0
314,1405.0
315,45.0
316,4.0
317,259.0
318,7.0
319,396.0
320,104.0
321,17.0
322,0.0
323,19.0
324,28.0
325,5.0
326,101.0
327,51.0
328,0.0
329,21.0
330,40.0
331,280.0
332,32.0
333,2.0
334,41.0
335,58.0
336,557.0
337,11.0
338,35.0
339,27.0
340,39.0
341,9.0
342,60.0
343,19.0
344,55.0
345,4.0
346,7.0
347,27.0
348,43.0
349,0.0
350,2.0
351,36.0
352,44.0
353,24.0
354,0.0
355,24.0
356,11.0
357,2.0
358,50.0
359,3.0
360,46.0
361,0.0
362,9.0
363,19.0
364,126.0
365,10.0
366,31.0
367,7.0
368,490.0
369,44.0
370,0.0
371,13.0
372,35.0
373,32.0
374,67.0
375,4.0
376,35.0
377,14.0
378,67.0
379,71.0
380,3.0
381,167.0
382,137.0
383,1.0
384,9.0
385,11.0
386,4.0
387,85.0
388,0.0
389,193.0
390,3.0
391,48.0
392,21.0
393,164.0
394,29.0
395,4.0
396,52.0
397,6.0
398,26.0
399,47.0
400,31.0
401,6.0
402,13.0
403,2.0
404,101.0
405,15.0
406,11.0
407,4.0
408,20.0
409,25.0
410,5.0
411,2.0
412,4.0
413,461.0
414,29.0
415,3.0
416,18.0
417,30.0
418,14.0
419,106.0
420,24.0
421,68.0
422,27.0
423,15.0
424,13.0
425,5.0
426,16.0
427,103.0
428,5.0
429,68.0
430,41.0
431,942.0
432,15.0
433,73.0
434,20.0
435,71.0
436,35.0
437,4.0
438,5.0
439,208.0
440,19.0
441,52.0
442,19.0
443,94.0
444,30.0
445,0.0
446,18.0
447,29.0
448,3.0
449,6.0
450,9.0
451,3.0
452,2.0
453,78.0
454,6.0
455,4.0
456,5.0
457,21.0
458,134.0
459,13.0
460,4.0
461,23.0
462,2.0
463,26.0
464,6.0
465,19.0
466,16.0
467,22.0
468,12.0
469,28.0
470,6.0
471,15.0
472,347.0
473,19.0
474,9.0
475,4.0
476,12.0
477,14.0
478,5.0
479,506.0
480,4.0
481,23.0
482,40.0
483,7.0
484,358.0
485,43.0
486,64.0
487,13.0
488,43.0
489,5.0
490,86.0
491,38.0
492,53.0
493,90.0
494,14.0
495,0.0
496,5.0
497,4.0
498,52.0
499,6.0
500,36.0
501,8.0
502,57.0
503,29.0
504,80.0
505,50.0
506,6.0
507,10.0
508,505.0
509,30.0
510,41.0
511,125.0
512,10.0
513,9.0
514,29.0
515,71.0
516,1.0
517,314.0
518,126.0
519,8.0
520,86.0
521,42.0
522,43.0
523,74.0
524,19.0
525,1763.0
526,2.0
527,38.0
528,47.0
529,20.0
530,24.0
531,68.0
532,0.0
533,17.0
534,56.0
535,4.0
536,90.0
537,142.0
538,20.0
539,15.0
540,12.0
541,6.0
542,176.0
543,44.0
544,122.0
545,19.0
546,45.0
547,19.0
548,0.0
549,53.0
550,263.0
551,44.0
552,363.0
553,2.0
554,8.0
555,30.0
556,36.0
557,22.0
558,378.0
559,0.0
560,9.0
561,26.0
562,0.0
563,24.0
564,4.0
565,42.0
566,55.0
567,6.0
568,758.0
569,26.0
570,71.0
571,4.0
572,5.0
573,12.0
574,5.0
575,51.0
576,286.0
577,18.0
578,20.0
579,41.0
580,30.0
581,2.0
582,3.0
583,4.0
584,74.0
585,33.0
586,11.0
587,0.0
588,119.0
589,40.0
590,0.0
591,28.0
592,13.0
593,165.0
594,0.0
595,88.0
596,46.0
597,1.0
598,7.0
599,57.0
600,34.0
601,16.0
602,26.0
603,330.0
604,661.0
605,27.0
606,54.0
607,0.0
608,33.0
609,90.0
610,8.0
611,714.0
612,3.0
613,16.0
614,16.0
615,62.0
616,36.0
617,0.0
618,67.0
619,390.0
620,6.0
621,12.0
622,47.0
623,84.0
624,48.0
625,148.0
626,113.0
627,10.0
628,13.0
629,24.0
630,58.0
631,3.0
632,7.0
633,22.0
634,14.0
635,6.0
636,0.0
637,33.0
638,21.0
639,36.0
640,13.0
641,5.0
642,6.0
643,1358.0
644,41.0
645,3.0
646,129.0
647,119.0
648,985.0
649,244.0
650,133.0
651,6.0
652,559.0
653,9.0
654,0.0
655,38.0
656,3.0
657,46.0
658,84.0
659,2.0
660,76.0
661,13.0
662,859.0
663,209.0
664,22.0
665,32.0
666,11.0
667,18.0
668,23.0
669,10.0
670,21.0
671,14.0
672,30.0
673,0.0
674,9.0
675,163.0
676,13.0
677,36.0
678,642.0
679,37.0
680,130.0
681,1.0
682,41.0
683,0.0
684,137.0
685,179.0
686,0.0
687,10.0
688,122.0
689,22.0
690,7.0
691,4.0
692,7.0
693,2.0
694,26.0
695,237.0
696,19.0
697,54.0
698,0.0
699,29.0
700,16.0
701,14.0
702,1.0
703,13.0
704,6.0
705,26.0
706,24.0
707,0.0
708,25.0
709,0.0
710,72.0
711,14.0
712,10.0
713,6.0
714,53.0
715,37.0
716,2.0
717,2.0
718,2.0
719,28.0
720,11.0
721,7.0
722,54.0
723,14.0
724,4.0
725,22.0
726,202.0
727,700.0
728,7.0
729,15.0
730,0.0
731,0.0
732,42.0
733,4.0
734,57.0
735,882.0
736,126.0
737,5.0
738,0.0
739,4.0
740,18.0
741,41.0
742,20.0
743,0.0
744,4.0
745,18.0
746,44.0
747,140.0
748,5.0
749,14.0
750,16.0
751,24.0
752,3.0
753,123.0
754,7.0
755,17.0
756,15.0
757,59.0
758,55.0
759,79.0
760,22.0
761,101.0
762,28.0
763,21.0
764,38.0
765,23.0
766,6.0
767,9.0
768,69.0
769,20.0
770,205.0
771,25.0
772,250.0
773,49.0
774,4.0
775,12.0
776,163.0
777,78.0
778,9.0
779,12.0
780,1.0
781,21.0
782,0.0
783,13.0
784,0.0
785,4.0
786,3.0
787,4.0
788,12.0
789,9.0
790,5.0
791,28.0
792,19.0
793,5.0
794,5.0
795,9.0
796,4.0
797,57.0
798,888.0
799,5.0
800,2.0
801,64.0
802,11.0
803,1778.0
804,48.0
805,153.0
806,66.0
807,7.0
808,21.0
809,1037.0
810,158.0
811,317.0
812,5.0
813,0.0
814,422.0
815,19.0
816,133.0
817,444.0
818,9.0
819,15.0
820,10.0
821,12.0
822,38.0
823,3.0
824,10.0
825,5.0
826,17.0
827,5.0
828,6.0
829,16.0
830,204.0
831,43.0
832,3.0
833,11.0
834,184.0
835,6.0
836,17.0
837,3.0
838,31.0
839,1.0
840,33.0
841,33.0
842,368.0
843,39.0
844,34.0
845,19.0
846,3.0
847,53.0
848,4.0
849,22.0
850,0.0
851,8.0
852,72.0
853,64.0
854,20.0
855,77.0
856,24.0
857,2.0
858,47.0
859,482.0
860,24.0
861,7.0
862,0.0
863,504.0
864,5.0
865,16.0
866,101.0
867,16.0
868,2.0
869,11.0
870,3.0
871,13.0
872,451.0
873,11.0
874,240.0
875,5.0
876,14.0
877,0.0
878,63.0
879,7.0
880,1.0
881,21.0
882,2.0
883,152.0
884,407.0
885,96.0
886,0.0
887,10.0
888,13.0
889,48.0
890,36.0
891,0.0
892,45.0
893,1.0
894,65.0
895,99.0
896,7.0
897,3.0
898,22.0
899,0.0
900,95.0
901,0.0
902,34.0
903,35.0
904,38.0
905,25.0
906,9.0
907,8.0
908,0.0
909,167.0
910,16.0
911,216.0
912,2.0
913,30.0
914,18.0
915,11.0
916,666.0
917,6.0
918,157.0
919,7.0
920,21.0
921,3.0
922,0.0
923,613.0
924,142.0
925,49.0
926,0.0
927,732.0
928,11.0
929,9.0
930,557.0
931,6.0
932,45.0
933,172.0
934,4.0
935,21.0
936,12.0
937,2.0
938,9.0
939,40.0
940,7.0
941,4.0
942,25.0
943,1165.0
944,191.0
945,9.0
946,7.0
947,497.0
948,3.0
949,3.0
950,2.0
951,3.0
952,6.0
953,0.0
954,5.0
955,5.0
956,35.0
957,0.0
958,28.0
959,76.0
960,45.0
961,4.0
962,3.0
963,4.0
964,19.0
965,2.0
966,0.0
967,6.0
968,339.0
969,17.0
970,9.0
971,10.0
972,3.0
973,22.0
974,4.0
975,3.0
976,35.0
977,109.0
978,12.0
979,4.0
980,63.0
981,24.0
982,24.0
983,19.0
984,77.0
985,2.0
986,67.0
987,58.0
988,6.0
989,12.0
990,7.0
991,51.0
992,30.0
993,1194.0
994,0.0
995,201.0
996,4.0
997,25.0
998,20.0
999,8.0
1000,13.0
1001,53.0
1002,741.0
1003,9.0
1004,37.0
1005,35.0
1006,693.0
1007,158.0
1008,4.0
1009,3.0
1010,248.0
1011,4.0
1012,35.0
1013,553.0
1014,63.0
1015,34.0
1016,0.0
1017,3.0
1018,16.0
1019,36.0
1020,3.0
1021,25.0
1022,19.0
1023,6.0
1024,16.0
1025,20.0
1026,3.0
1027,0.0
1028,0.0
1029,38.0
1030,6.0
1031,8.0
1032,10.0
1033,377.0
1034,589.0
1035,36.0
1036,2.0
1037,12.0
1038,7.0
1039,60.0
1040,23.0
1041,25.0
1042,23.0
1043,9.0
1044,11.0
1045,19.0
1046,131.0
1047,778.0
1048,32.0
1049,81.0
1050,3.0
1051,14.0
1052,134.0
1053,3.0
1054,15.0
1055,62.0
1056,13.0
1057,21.0
1058,37.0
1059,23.0
1060,39.0
1061,11.0
1062,0.0
1063,5.0
1064,4.0
1065,3.0
1066,27.0
1067,28.0
1068,45.0
1069,0.0
1070,88.0
1071,0.0
1072,9.0
1073,31.0
1074,13.0
1075,863.0
1076,71.0
1077,9.0
1078,7.0
1079,33.0
1080,14.0
1081,1284.0
1082,54.0
1083,102.0
1084,136.0
1085,31.0
1086,2.0
1087,53.0
1088,72.0
1089,380.0
1090,33.0
1091,5.0
1092,0.0
1093,0.0
1094,14.0
1095,5.0
1096,5.0
1097,18.0
1098,85.0
1099,46.0
1100,3.0
1101,84.0
1102,1.0
1103,4.0
1104,6.0
1105,595.0
1106,89.0
1107,13.0
1108,68.0
1109,4.0
1110,43.0
1111,7.0
1112,67.0
1113,26.0
1114,106.0
1115,5.0
1116,17.0
1117,58.0
1118,6.0
1119,61.0
1120,818.0
1121,154.0
1122,17.0
1123,12.0
1124,27.0
1125,40.0
1126,47.0
1127,38.0
1128,19.0
1129,21.0
1130,38.0
1131,98.0
1132,30.0
1133,55.0
1134,32.0
1135,5.0
1136,5.0
1137,20.0
1138,0.0
1139,0.0
1140,11.0
1141,49.0
1142,86.0
1143,8.0
1144,121.0
1145,110.0
1146,7.0
1147,4.0
1148,83.0
1149,21.0
1150,0.0
1151,26.0
1152,13.0
1153,24.0
1154,15.0
1155,25.0
1156,5.0
1157,44.0
1158,509.0
1159,19.0
1160,14.0
1161,24.0
1162,24.0
1163,49.0
1164,27.0
1165,11.0
1166,36.0
1167,12.0
1168,4.0
1169,19.0
1170,788.0
1171,110.0
1172,5.0
1173,14.0
1174,325.0
1175,138.0
1176,8.0
1177,0.0
1178,20.0
1179,6.0
1180,15.0
1181,241.0
1182,7.0
1183,48.0
1184,785.0
1185,14.0
1186,15.0
1187,18.0
1188,42.0
1189,10.0
1190,53.0
1191,29.0
1192,118.0
1193,5.0
1194,37.0
1195,13.0
1196,415.0
1197,72.0
1198,18.0
1199,173.0
1200,88.0
1201,6.0
1202,4.0
1203,54.0
1204,0.0
1205,51.0
1206,5.0
1207,8.0
1208,69.0
1209,55.0
1210,76.0
1211,34.0
1212,0.0
1213,771.0
1214,27.0
1215,45.0
1216,5.0
1217,2.0
1218,39.0
1219,14.0
1220,28.0
1221,5.0
1222,0.0
1223,1114.0
1224,2.0
1225,27.0
1226,112.0
1227,27.0
1228,20.0
1229,179.0
1230,90.0
1231,2.0
1232,7.0
1233,95.0
1234,5.0
1235,18.0
1236,39.0
1237,109.0
1238,621.0
1239,581.0
1240,41.0
1241,3.0
1242,3.0
1243,2.0
1244,8.0
1245,4.0
1246,0.0
1247,181.0
1248,4.0
1249,4.0
1250,832.0
1251,36.0
1252,21.0
1253,2.0
1254,2.0
1255,39.0
1256,10.0
1257,6.0
1258,24.0
1259,3.0
1260,34.0
1261,43.0
1262,33.0
1263,18.0
1264,44.0
1265,13.0
1266,91.0
1267,4.0
1268,43.0
1269,152.0
1270,83.0
1271,15.0
1272,17.0
1273,12.0
1274,3.0
1275,58.0
1276,11.0
1277,3.0
1278,28.0
1279,4.0
1280,8.0
1281,23.0
1282,21.0
1283,343.0
1284,50.0
1285,26.0
1286,82.0
1287,9.0
1288,3.0
1289,42.0
1290,775.0
1291,107.0
1292,0.0
1293,17.0
1294,78.0
1295,120.0
1296,23.0
1297,45.0
1298,416.0
1299,0.0
1300,495.0
1301,12.0
1302,36.0
1303,11.0
1304,0.0
1305,10.0
1306,548.0
1307,17.0
1308,217.0
1309,5.0
1310,13.0
1311,39.0
1312,29.0
1313,0.0
1314,54.0
1315,80.0
1316,24.0
1317,22.0
1318,52.0
1319,4.0
1320,17.0
1321,56.0
1322,673.0
1323,1.0
1324,2.0
1325,12.0
1326,93.0
1327,9.0
1328,53.0
1329,241.0
1330,15.0
1331,17.0
1332,19.0
1333,10.0
1334,2.0
1335,11.0
1336,250.0
1337,0.0
1338,8.0
1339,71.0
1340,3.0
1341,18.0
1342,7.0
1343,9.0
1344,31.0
1345,2.0
1346,47.0
1347,8.0
1348,5.0
1349,47.0
1350,112.0
1351,3.0
1352,5.0
1353,7.0
1354,4.0
1355,16.0
1356,0.0
1357,12.0
1358,7.0
1359,26.0
1360,40.0
1361,26.0
1362,23.0
1363,5.0
1364,8.0
1365,43.0
1366,19.0
1367,42.0
1368,53.0
1369,34.0
1370,8.0
1371,9.0
1372,3.0
1373,0.0
1374,0.0
1375,9.0
1376,4.0
1377,20.0
1378,1389.0
1379,0.0
1380,13.0
1381,7.0
1382,6.0
1383,6.0
1384,14.0
1385,45.0
1386,13.0
1387,6.0
1388,20.0
1389,1.0
1390,38.0
1391,1.0
1392,21.0
1393,16.0
1394,3.0
1395,7.0
1396,15.0
1397,21.0
1398,17.0
1399,59.0
1400,12.0
1401,8.0
1402,8.0
1403,18.0
1404,0.0
1405,62.0
1406,48.0
1407,34.0
1408,1.0
1409,37.0
1410,41.0
1411,40.0
1412,39.0
1413,4.0
1414,9.0
1415,11.0
1416,4.0
1417,15.0
1418,8.0
1419,44.0
1420,3.0
1421,95.0
1422,37.0
1423,3.0
1424,113.0
1425,4.0
1426,41.0
1427,6.0
1428,12.0
1429,40.0
1430,2.0
1431,87.0
1432,997.0
1433,5.0
1434,10.0
1435,52.0
1436,4.0
1437,16.0
1438,0.0
1439,14.0
1440,750.0
1441,2.0
1442,28.0
1443,4.0
1444,4.0
1445,949.0
1446,15.0
1447,15.0
1448,226.0
1449,18.0
1450,33.0
1451,22.0
1452,34.0
1453,0.0
1454,41.0
1455,43.0
1456,12.0
1457,4.0
1458,28.0
1459,0.0
1460,78.0
1461,0.0
1462,102.0
1463,3.0
1464,20.0
1465,3.0
1466,0.0
1467,8.0
1468,3.0
1469,158.0
1470,0.0
1471,372.0
1472,5.0
1473,0.0
