,"Maternal mortality ratio (national estimate, per 100,000 live births)"
210,9.0
211,47.0
212,10.0
213,3.0
214,63.0
215,5.0
216,19.0
217,2.0
218,17.0
219,4.0
220,5.0
221,14.0
222,11.0
223,38.0
224,8.0
225,16.0
226,3.0
227,19.0
228,7.0
229,938.0
230,11.0
231,4.0
232,18.0
233,45.0
234,237.0
235,588.0
236,0.0
237,66.0
238,985.0
239,12.0
240,50.0
241,39.0
242,40.0
243,16.0
244,0.0
245,553.0
246,12.0
247,62.0
248,8.0
249,25.0
250,1.0
251,1.0
252,16.0
253,5.0
254,9.0
255,5.0
256,27.0
257,3.0
258,5.0
259,12.0
260,30.0
261,43.0
262,39.0
263,729.0
264,15.0
265,13.0
266,12.0
267,9.0
268,5.0
269,21.0
270,21.0
271,5.0
272,9.0
273,66.0
274,52.0
275,120.0
276,20.0
277,18.0
278,0.0
279,33.0
280,702.0
281,14.0
282,17.0
283,43.0
284,3.0
285,11.0
286,16.0
287,37.0
288,0.0
289,4.0
290,5.0
291,23.0
292,18.0
293,9.0
294,405.0
295,16.0
296,0.0
297,7.0
298,15.0
299,5.0
300,37.0
301,14.0
302,5.0
303,4.0
304,1.0
305,38.0
306,17.0
307,5.0
308,118.0
309,0.0
310,2.0
311,17.0
312,96.0
313,37.0
314,27.0
315,93.0
316,0.0
317,0.0
318,23.0
319,14.0
320,46.0
321,13.0
322,38.0
323,3.0
324,47.0
325,4.0
326,259.0
327,7.0
328,1.0
329,104.0
330,17.0
331,0.0
332,19.0
333,28.0
334,5.0
335,51.0
336,0.0
337,30.0
338,40.0
339,280.0
340,32.0
341,2.0
342,41.0
343,35.0
344,11.0
345,35.0
346,39.0
347,9.0
348,60.0
349,19.0
350,55.0
351,43.0
352,4.0
353,7.0
354,7.0
355,27.0
356,0.0
357,17.0
358,2.0
359,44.0
360,24.0
361,0.0
362,24.0
363,11.0
364,2.0
365,55.0
366,136.0
367,9.0
368,0.0
369,9.0
370,126.0
371,8.0
372,10.0
373,7.0
374,490.0
375,0.0
376,42.0
377,32.0
378,67.0
379,4.0
380,35.0
381,3.0
382,14.0
383,67.0
384,71.0
385,137.0
386,4.0
387,1.0
388,9.0
389,7.0
390,11.0
391,4.0
392,85.0
393,0.0
394,9.0
395,14.0
396,193.0
397,3.0
398,48.0
399,21.0
400,0.0
401,164.0
402,29.0
403,4.0
404,6.0
405,26.0
406,31.0
407,6.0
408,13.0
409,3.0
410,2.0
411,101.0
412,11.0
413,4.0
414,53.0
415,20.0
416,5.0
417,2.0
418,4.0
419,551.0
420,461.0
421,3.0
422,18.0
423,30.0
424,0.0
425,18.0
426,106.0
427,24.0
428,68.0
429,27.0
430,13.0
431,16.0
432,0.0
433,5.0
434,6.0
435,10.0
436,79.0
437,73.0
438,14.0
439,5.0
440,71.0
441,35.0
442,4.0
443,5.0
444,208.0
445,19.0
446,17.0
447,94.0
448,68.0
449,1184.0
450,7.0
451,30.0
452,18.0
453,29.0
454,279.0
455,3.0
456,6.0
457,9.0
458,3.0
459,2.0
460,29.0
461,78.0
462,6.0
463,4.0
464,5.0
465,12.0
466,21.0
467,51.0
468,134.0
469,13.0
470,4.0
471,23.0
472,2.0
473,26.0
474,6.0
475,19.0
476,25.0
477,0.0
478,22.0
479,12.0
480,6.0
481,15.0
482,347.0
483,19.0
484,9.0
485,12.0
486,14.0
487,5.0
488,506.0
489,4.0
490,23.0
491,7.0
492,358.0
493,2.0
494,64.0
495,13.0
496,43.0
497,86.0
498,53.0
499,90.0
500,14.0
501,13.0
502,0.0
503,5.0
504,4.0
505,0.0
506,6.0
507,64.0
508,36.0
509,8.0
510,1222.0
511,704.0
512,80.0
513,17.0
514,50.0
515,6.0
516,10.0
517,505.0
518,30.0
519,41.0
520,9.0
521,7.0
522,29.0
523,71.0
524,1.0
525,126.0
526,26.0
527,8.0
528,86.0
529,42.0
530,74.0
531,19.0
532,2.0
533,38.0
534,47.0
535,20.0
536,24.0
537,68.0
538,3.0
539,0.0
540,17.0
541,10.0
542,4.0
543,90.0
544,2.0
545,11.0
546,20.0
547,15.0
548,46.0
549,12.0
550,37.0
551,122.0
552,19.0
553,66.0
554,79.0
555,4.0
556,19.0
557,53.0
558,2.0
559,8.0
560,297.0
561,36.0
562,22.0
563,18.0
564,378.0
565,0.0
566,76.0
567,9.0
568,0.0
569,4.0
570,42.0
571,55.0
572,54.0
573,71.0
574,4.0
575,5.0
576,12.0
577,5.0
578,6.0
579,51.0
580,286.0
581,20.0
582,284.0
583,2.0
584,3.0
585,4.0
586,74.0
587,11.0
588,0.0
589,119.0
590,0.0
591,49.0
592,13.0
593,165.0
594,0.0
595,60.0
596,7.0
597,19.0
598,7.0
599,57.0
600,16.0
601,26.0
602,330.0
603,6.0
604,661.0
605,51.0
606,0.0
607,33.0
608,8.0
609,714.0
610,3.0
611,16.0
612,16.0
613,0.0
614,67.0
615,45.0
616,390.0
617,21.0
618,18.0
619,6.0
620,12.0
621,84.0
622,48.0
623,26.0
624,148.0
625,113.0
626,10.0
627,24.0
628,14.0
629,50.0
630,3.0
631,7.0
632,22.0
633,14.0
634,6.0
635,0.0
636,33.0
637,32.0
638,21.0
639,36.0
640,13.0
641,5.0
642,6.0
643,1358.0
644,3.0
645,119.0
646,126.0
647,244.0
648,133.0
649,6.0
650,559.0
651,9.0
652,0.0
653,1.0
654,38.0
655,3.0
656,352.0
657,84.0
658,2.0
659,4.0
660,76.0
661,13.0
662,209.0
663,11.0
664,19.0
665,12.0
666,23.0
667,10.0
668,21.0
669,14.0
670,5.0
671,30.0
672,7.0
673,9.0
674,163.0
675,5.0
676,13.0
677,0.0
678,50.0
679,36.0
680,642.0
681,0.0
682,37.0
683,130.0
684,1.0
685,0.0
686,137.0
687,179.0
688,10.0
689,122.0
690,0.0
691,22.0
692,7.0
693,10.0
694,4.0
695,2.0
696,26.0
697,21.0
698,237.0
699,19.0
700,54.0
701,594.0
702,0.0
703,360.0
704,0.0
705,16.0
706,1.0
707,13.0
708,6.0
709,26.0
710,11.0
711,24.0
712,6.0
713,5.0
714,25.0
715,9.0
716,72.0
717,14.0
718,10.0
719,47.0
720,6.0
721,53.0
722,37.0
723,2.0
724,2.0
725,2.0
726,28.0
727,11.0
728,74.0
729,54.0
730,14.0
731,4.0
732,22.0
733,202.0
734,3.0
735,700.0
736,7.0
737,15.0
738,0.0
739,4.0
740,0.0
741,57.0
742,882.0
743,5.0
744,0.0
745,4.0
746,8.0
747,18.0
748,41.0
749,20.0
750,282.0
751,0.0
752,5.0
753,4.0
754,18.0
755,2.0
756,140.0
757,18.0
758,5.0
759,14.0
760,0.0
761,16.0
762,9.0
763,3.0
764,8.0
765,7.0
766,15.0
767,59.0
768,79.0
769,101.0
770,28.0
771,21.0
772,23.0
773,81.0
774,861.0
775,9.0
776,9.0
777,69.0
778,205.0
779,25.0
780,250.0
781,49.0
782,4.0
783,12.0
784,78.0
785,9.0
786,12.0
787,1.0
788,21.0
789,0.0
790,13.0
791,0.0
792,4.0
793,206.0
794,3.0
795,12.0
796,9.0
797,5.0
798,28.0
799,19.0
800,66.0
801,5.0
802,5.0
803,7.0
804,9.0
805,4.0
806,5.0
807,2.0
808,11.0
809,82.0
810,8.0
811,153.0
812,66.0
813,7.0
814,30.0
815,21.0
816,158.0
817,25.0
818,317.0
819,5.0
820,422.0
821,19.0
822,133.0
823,27.0
824,444.0
825,0.0
826,9.0
827,10.0
828,12.0
829,38.0
830,10.0
831,5.0
832,17.0
833,8.0
834,5.0
835,6.0
836,16.0
837,204.0
838,57.0
839,5.0
840,43.0
841,3.0
842,11.0
843,184.0
844,6.0
845,88.0
846,5.0
847,7.0
848,17.0
849,3.0
850,1.0
851,75.0
852,0.0
853,368.0
854,34.0
855,8.0
856,5.0
857,55.0
858,19.0
859,3.0
860,0.0
861,8.0
862,30.0
863,72.0
864,12.0
865,2.0
866,31.0
867,482.0
868,17.0
869,3.0
870,24.0
871,7.0
872,481.0
873,0.0
874,8.0
875,504.0
876,16.0
877,101.0
878,16.0
879,2.0
880,52.0
881,11.0
882,3.0
883,13.0
884,11.0
885,240.0
886,5.0
887,14.0
888,0.0
889,0.0
890,63.0
891,7.0
892,1.0
893,21.0
894,22.0
895,64.0
896,152.0
897,2.0
898,407.0
899,96.0
900,35.0
901,0.0
902,10.0
903,4.0
904,16.0
905,13.0
906,48.0
907,6.0
908,0.0
909,45.0
910,1.0
911,7.0
912,3.0
913,22.0
914,23.0
915,0.0
916,23.0
917,95.0
918,0.0
919,34.0
920,35.0
921,38.0
922,2.0
923,25.0
924,54.0
925,4.0
926,9.0
927,8.0
928,0.0
929,167.0
930,16.0
931,2.0
932,24.0
933,18.0
934,0.0
935,11.0
936,666.0
937,6.0
938,157.0
939,7.0
940,80.0
941,3.0
942,142.0
943,49.0
944,0.0
945,732.0
946,11.0
947,39.0
948,9.0
949,41.0
950,45.0
951,172.0
952,4.0
953,4.0
954,21.0
955,12.0
956,2.0
957,9.0
958,25.0
959,4.0
960,25.0
961,1165.0
962,191.0
963,557.0
964,5.0
965,62.0
966,9.0
967,497.0
968,3.0
969,2.0
970,3.0
971,6.0
972,34.0
973,0.0
974,5.0
975,19.0
976,0.0
977,28.0
978,76.0
979,5.0
980,45.0
981,3.0
982,4.0
983,19.0
984,2.0
985,6.0
986,339.0
987,9.0
988,392.0
989,10.0
990,22.0
991,4.0
992,3.0
993,35.0
994,12.0
995,3.0
996,4.0
997,63.0
998,24.0
999,77.0
1000,2.0
1001,4.0
1002,12.0
1003,6.0
1004,12.0
1005,7.0
1006,30.0
1007,1194.0
1008,0.0
1009,201.0
1010,4.0
1011,25.0
1012,20.0
1013,2.0
1014,710.0
1015,8.0
1016,13.0
1017,741.0
1018,9.0
1019,994.0
1020,6.0
1021,331.0
1022,35.0
1023,693.0
1024,4.0
1025,3.0
1026,248.0
1027,35.0
1028,553.0
1029,63.0
1030,34.0
1031,0.0
1032,16.0
1033,36.0
1034,3.0
1035,12.0
1036,15.0
1037,19.0
1038,6.0
1039,16.0
1040,334.0
1041,20.0
1042,3.0
1043,0.0
1044,51.0
1045,0.0
1046,6.0
1047,8.0
1048,10.0
1049,589.0
1050,46.0
1051,0.0
1052,2.0
1053,751.0
1054,7.0
1055,19.0
1056,25.0
1057,51.0
1058,52.0
1059,23.0
1060,9.0
1061,131.0
1062,778.0
1063,3.0
1064,134.0
1065,3.0
1066,15.0
1067,62.0
1068,13.0
1069,0.0
1070,21.0
1071,143.0
1072,37.0
1073,23.0
1074,11.0
1075,0.0
1076,5.0
1077,4.0
1078,3.0
1079,27.0
1080,28.0
1081,45.0
1082,0.0
1083,31.0
1084,13.0
1085,863.0
1086,12.0
1087,71.0
1088,9.0
1089,898.0
1090,7.0
1091,7.0
1092,33.0
1093,0.0
1094,1284.0
1095,54.0
1096,102.0
1097,136.0
1098,3.0
1099,31.0
1100,2.0
1101,57.0
1102,2.0
1103,19.0
1104,72.0
1105,380.0
1106,33.0
1107,15.0
1108,196.0
1109,5.0
1110,0.0
1111,0.0
1112,5.0
1113,5.0
1114,18.0
1115,46.0
1116,3.0
1117,1.0
1118,4.0
1119,6.0
1120,89.0
1121,13.0
1122,833.0
1123,68.0
1124,4.0
1125,43.0
1126,5.0
1127,8.0
1128,3.0
1129,90.0
1130,67.0
1131,26.0
1132,106.0
1133,5.0
1134,17.0
1135,56.0
1136,6.0
1137,61.0
1138,818.0
1139,154.0
1140,12.0
1141,40.0
1142,47.0
1143,53.0
1144,55.0
1145,19.0
1146,46.0
1147,98.0
1148,5.0
1149,20.0
1150,0.0
1151,0.0
1152,49.0
1153,8.0
1154,7.0
1155,4.0
1156,83.0
1157,21.0
1158,26.0
1159,13.0
1160,0.0
1161,24.0
1162,25.0
1163,5.0
1164,58.0
1165,85.0
1166,95.0
1167,509.0
1168,19.0
1169,14.0
1170,24.0
1171,49.0
1172,11.0
1173,12.0
1174,4.0
1175,18.0
1176,44.0
1177,19.0
1178,0.0
1179,788.0
1180,110.0
1181,410.0
1182,9.0
1183,5.0
1184,14.0
1185,325.0
1186,138.0
1187,8.0
1188,0.0
1189,41.0
1190,20.0
1191,6.0
1192,15.0
1193,7.0
1194,48.0
1195,785.0
1196,14.0
1197,15.0
1198,5.0
1199,18.0
1200,42.0
1201,10.0
1202,53.0
1203,29.0
1204,5.0
1205,13.0
1206,36.0
1207,415.0
1208,72.0
1209,0.0
1210,18.0
1211,173.0
1212,4.0
1213,6.0
1214,79.0
1215,28.0
1216,4.0
1217,438.0
1218,5.0
1219,8.0
1220,69.0
1221,33.0
1222,13.0
1223,39.0
1224,76.0
1225,34.0
1226,0.0
1227,46.0
1228,27.0
1229,45.0
1230,5.0
1231,2.0
1232,39.0
1233,28.0
1234,5.0
1235,0.0
1236,1114.0
1237,2.0
1238,2.0
1239,112.0
1240,27.0
1241,20.0
1242,179.0
1243,90.0
1244,2.0
1245,3.0
1246,95.0
1247,5.0
1248,18.0
1249,39.0
1250,32.0
1251,109.0
1252,621.0
1253,581.0
1254,40.0
1255,41.0
1256,3.0
1257,3.0
1258,2.0
1259,8.0
1260,0.0
1261,6.0
1262,4.0
1263,0.0
1264,181.0
1265,4.0
1266,4.0
1267,832.0
1268,36.0
1269,2.0
1270,2.0
1271,53.0
1272,36.0
1273,10.0
1274,6.0
1275,24.0
1276,3.0
1277,43.0
1278,33.0
1279,18.0
1280,0.0
1281,13.0
1282,91.0
1283,4.0
1284,152.0
1285,83.0
1286,15.0
1287,8.0
1288,12.0
1289,3.0
1290,58.0
1291,11.0
1292,4.0
1293,8.0
1294,23.0
1295,785.0
1296,50.0
1297,61.0
1298,26.0
1299,82.0
1300,804.0
1301,9.0
1302,25.0
1303,3.0
1304,775.0
1305,107.0
1306,0.0
1307,78.0
1308,45.0
1309,416.0
1310,0.0
1311,495.0
1312,64.0
1313,63.0
1314,12.0
1315,36.0
1316,0.0
1317,10.0
1318,548.0
1319,58.0
1320,217.0
1321,5.0
1322,13.0
1323,10.0
1324,27.0
1325,50.0
1326,54.0
1327,80.0
1328,24.0
1329,22.0
1330,52.0
1331,8.0
1332,17.0
1333,17.0
1334,1.0
1335,2.0
1336,68.0
1337,12.0
1338,93.0
1339,51.0
1340,9.0
1341,50.0
1342,241.0
1343,41.0
1344,15.0
1345,17.0
1346,10.0
1347,2.0
1348,11.0
1349,250.0
1350,0.0
1351,8.0
1352,71.0
1353,3.0
1354,18.0
1355,756.0
1356,184.0
1357,7.0
1358,9.0
1359,2.0
1360,31.0
1361,2.0
1362,47.0
1363,8.0
1364,5.0
1365,20.0
1366,26.0
1367,47.0
1368,18.0
1369,112.0
1370,3.0
1371,46.0
1372,5.0
1373,7.0
1374,0.0
1375,16.0
1376,53.0
1377,19.0
1378,0.0
1379,12.0
1380,7.0
1381,26.0
1382,26.0
1383,23.0
1384,5.0
1385,8.0
1386,19.0
1387,42.0
1388,53.0
1389,39.0
1390,9.0
1391,3.0
1392,0.0
1393,1.0
1394,0.0
1395,9.0
1396,4.0
1397,20.0
1398,1389.0
1399,0.0
1400,13.0
1401,7.0
1402,6.0
1403,61.0
1404,6.0
1405,14.0
1406,13.0
1407,6.0
1408,20.0
1409,1.0
1410,20.0
1411,38.0
1412,0.0
1413,1.0
1414,3.0
1415,7.0
1416,3.0
1417,21.0
1418,17.0
1419,0.0
1420,12.0
1421,8.0
1422,18.0
1423,0.0
1424,62.0
1425,1.0
1426,40.0
1427,39.0
1428,10.0
1429,4.0
1430,8.0
1431,9.0
1432,5.0
1433,11.0
1434,4.0
1435,42.0
1436,10.0
1437,40.0
1438,8.0
1439,44.0
1440,3.0
1441,95.0
1442,37.0
1443,3.0
1444,4.0
1445,9.0
1446,6.0
1447,15.0
1448,12.0
1449,40.0
1450,2.0
1451,19.0
1452,87.0
1453,997.0
1454,10.0
1455,52.0
1456,4.0
1457,16.0
1458,0.0
1459,750.0
1460,5.0
1461,2.0
1462,4.0
1463,18.0
1464,4.0
1465,949.0
1466,96.0
1467,8.0
1468,15.0
1469,6.0
1470,226.0
1471,20.0
1472,40.0
1473,18.0
1474,33.0
1475,22.0
1476,30.0
1477,34.0
1478,0.0
1479,41.0
1480,12.0
1481,20.0
1482,0.0
1483,78.0
1484,0.0
1485,585.0
1486,102.0
1487,3.0
1488,20.0
1489,3.0
1490,0.0
1491,72.0
1492,8.0
1493,62.0
1494,7.0
1495,3.0
1496,158.0
1497,0.0
1498,372.0
1499,5.0
1500,0.0
