,"Maternal mortality ratio (national estimate, per 100,000 live births)"
467,134.0
468,13.0
469,4.0
470,23.0
471,2.0
472,25.0
473,0.0
474,16.0
475,22.0
476,12.0
477,28.0
478,6.0
479,15.0
480,347.0
481,19.0
482,9.0
483,4.0
484,14.0
485,5.0
486,4.0
487,23.0
488,40.0
489,358.0
490,2.0
491,43.0
492,64.0
493,13.0
494,5.0
495,86.0
496,38.0
497,90.0
498,13.0
499,4.0
500,52.0
501,0.0
502,64.0
503,36.0
504,57.0
505,1222.0
506,29.0
507,704.0
508,80.0
509,17.0
510,50.0
511,6.0
512,30.0
513,125.0
514,10.0
515,9.0
516,7.0
517,29.0
518,1.0
519,314.0
520,126.0
521,26.0
522,42.0
523,43.0
524,74.0
525,19.0
526,1763.0
527,47.0
528,20.0
529,24.0
530,3.0
531,56.0
532,10.0
533,4.0
534,90.0
535,142.0
536,90.0
537,2.0
538,11.0
539,20.0
540,15.0
541,46.0
542,37.0
543,6.0
544,176.0
545,44.0
546,19.0
547,66.0
548,79.0
549,45.0
550,4.0
551,19.0
552,0.0
553,53.0
554,263.0
555,44.0
556,363.0
557,2.0
558,297.0
559,30.0
560,22.0
561,18.0
562,378.0
563,0.0
564,76.0
565,9.0
566,26.0
567,0.0
568,24.0
569,4.0
570,6.0
571,758.0
572,54.0
573,26.0
574,71.0
575,4.0
576,12.0
577,6.0
578,51.0
579,18.0
580,41.0
581,30.0
582,284.0
583,2.0
584,4.0
585,74.0
586,33.0
587,11.0
588,119.0
589,40.0
590,49.0
591,28.0
592,13.0
593,0.0
594,88.0
595,46.0
596,60.0
597,1.0
598,7.0
599,19.0
600,7.0
601,57.0
602,34.0
603,26.0
604,6.0
605,661.0
606,27.0
607,51.0
608,54.0
609,0.0
610,90.0
611,8.0
612,714.0
613,3.0
614,16.0
615,16.0
616,62.0
617,36.0
618,0.0
619,45.0
620,21.0
621,18.0
622,47.0
623,84.0
624,26.0
625,148.0
626,113.0
627,10.0
628,13.0
629,24.0
630,58.0
631,14.0
632,50.0
633,3.0
634,7.0
635,22.0
636,6.0
637,0.0
638,32.0
639,21.0
640,13.0
641,41.0
642,129.0
643,119.0
644,126.0
645,985.0
646,244.0
647,6.0
648,559.0
649,9.0
650,0.0
651,1.0
652,38.0
653,3.0
654,46.0
655,352.0
656,2.0
657,4.0
658,859.0
659,209.0
660,22.0
661,32.0
662,11.0
663,19.0
664,18.0
665,12.0
666,23.0
667,10.0
668,21.0
669,5.0
670,30.0
671,7.0
672,0.0
673,163.0
674,5.0
675,0.0
676,50.0
677,36.0
678,642.0
679,0.0
680,37.0
681,130.0
682,1.0
683,41.0
684,137.0
685,179.0
686,0.0
687,10.0
688,122.0
689,0.0
690,22.0
691,10.0
692,7.0
693,2.0
694,21.0
695,237.0
696,54.0
697,594.0
698,0.0
699,360.0
700,0.0
701,29.0
702,16.0
703,14.0
704,1.0
705,13.0
706,26.0
707,11.0
708,24.0
709,6.0
710,0.0
711,5.0
712,0.0
713,9.0
714,72.0
715,10.0
716,47.0
717,2.0
718,2.0
719,2.0
720,11.0
721,74.0
722,7.0
723,54.0
724,22.0
725,202.0
726,3.0
727,7.0
728,0.0
729,0.0
730,42.0
731,4.0
732,0.0
733,882.0
734,126.0
735,5.0
736,0.0
737,4.0
738,8.0
739,41.0
740,20.0
741,282.0
742,0.0
743,5.0
744,4.0
745,18.0
746,2.0
747,44.0
748,140.0
749,18.0
750,14.0
751,0.0
752,24.0
753,9.0
754,3.0
755,123.0
756,8.0
757,7.0
758,17.0
759,15.0
760,55.0
761,79.0
762,22.0
763,101.0
764,28.0
765,21.0
766,38.0
767,6.0
768,81.0
769,861.0
770,9.0
771,9.0
772,69.0
773,20.0
774,205.0
775,25.0
776,250.0
777,49.0
778,4.0
779,12.0
780,163.0
781,78.0
782,9.0
783,12.0
784,1.0
785,21.0
786,13.0
787,0.0
788,206.0
789,3.0
790,4.0
791,12.0
792,5.0
793,28.0
794,19.0
795,66.0
796,5.0
797,7.0
798,9.0
799,4.0
800,57.0
801,888.0
802,5.0
803,2.0
804,64.0
805,11.0
806,82.0
807,1778.0
808,48.0
809,8.0
810,66.0
811,7.0
812,30.0
813,21.0
814,1037.0
815,158.0
816,25.0
817,317.0
818,5.0
819,0.0
820,19.0
821,133.0
822,27.0
823,444.0
824,0.0
825,9.0
826,15.0
827,10.0
828,12.0
829,38.0
830,3.0
831,10.0
832,5.0
833,17.0
834,8.0
835,204.0
836,57.0
837,5.0
838,3.0
839,11.0
840,184.0
841,88.0
842,5.0
843,7.0
844,17.0
845,31.0
846,1.0
847,75.0
848,33.0
849,33.0
850,0.0
851,368.0
852,39.0
853,34.0
854,8.0
855,5.0
856,55.0
857,19.0
858,53.0
859,4.0
860,22.0
861,0.0
862,8.0
863,30.0
864,12.0
865,64.0
866,20.0
867,77.0
868,24.0
869,47.0
870,31.0
871,17.0
872,3.0
873,24.0
874,481.0
875,8.0
876,504.0
877,5.0
878,16.0
879,101.0
880,16.0
881,2.0
882,52.0
883,3.0
884,451.0
885,11.0
886,5.0
887,14.0
888,0.0
889,0.0
890,63.0
891,1.0
892,22.0
893,2.0
894,64.0
895,152.0
896,2.0
897,407.0
898,35.0
899,0.0
900,10.0
901,4.0
902,16.0
903,13.0
904,36.0
905,6.0
906,0.0
907,1.0
908,65.0
909,99.0
910,7.0
911,3.0
912,22.0
913,23.0
914,0.0
915,23.0
916,0.0
917,38.0
918,2.0
919,25.0
920,54.0
921,4.0
922,9.0
923,8.0
924,0.0
925,167.0
926,16.0
927,216.0
928,24.0
929,30.0
930,18.0
931,0.0
932,11.0
933,666.0
934,6.0
935,157.0
936,21.0
937,80.0
938,3.0
939,0.0
940,613.0
941,732.0
942,39.0
943,41.0
944,557.0
945,6.0
946,45.0
947,172.0
948,4.0
949,4.0
950,21.0
951,12.0
952,9.0
953,40.0
954,25.0
955,7.0
956,25.0
957,191.0
958,557.0
959,5.0
960,62.0
961,9.0
962,7.0
963,497.0
964,3.0
965,3.0
966,2.0
967,3.0
968,34.0
969,0.0
970,5.0
971,5.0
972,19.0
973,35.0
974,28.0
975,5.0
976,4.0
977,4.0
978,19.0
979,2.0
980,0.0
981,6.0
982,339.0
983,17.0
984,392.0
985,10.0
986,3.0
987,4.0
988,35.0
989,109.0
990,3.0
991,4.0
992,63.0
993,24.0
994,24.0
995,19.0
996,77.0
997,4.0
998,67.0
999,12.0
1000,58.0
1001,6.0
1002,12.0
1003,7.0
1004,51.0
1005,30.0
1006,0.0
1007,201.0
1008,25.0
1009,2.0
1010,710.0
1011,8.0
1012,53.0
1013,741.0
1014,9.0
1015,994.0
1016,6.0
1017,331.0
1018,37.0
1019,35.0
1020,693.0
1021,158.0
1022,4.0
1023,35.0
1024,63.0
1025,34.0
1026,0.0
1027,3.0
1028,16.0
1029,12.0
1030,25.0
1031,15.0
1032,19.0
1033,16.0
1034,334.0
1035,20.0
1036,3.0
1037,51.0
1038,0.0
1039,38.0
1040,6.0
1041,8.0
1042,10.0
1043,377.0
1044,589.0
1045,46.0
1046,36.0
1047,0.0
1048,12.0
1049,751.0
1050,7.0
1051,19.0
1052,60.0
1053,23.0
1054,25.0
1055,51.0
1056,52.0
1057,23.0
1058,9.0
1059,11.0
1060,19.0
1061,131.0
1062,778.0
1063,32.0
1064,81.0
1065,14.0
1066,134.0
1067,62.0
1068,13.0
1069,0.0
1070,21.0
1071,143.0
1072,37.0
1073,23.0
1074,39.0
1075,11.0
1076,0.0
1077,5.0
1078,3.0
1079,27.0
1080,45.0
1081,0.0
1082,88.0
1083,0.0
1084,9.0
1085,31.0
1086,13.0
1087,863.0
1088,12.0
1089,71.0
1090,898.0
1091,7.0
1092,7.0
1093,33.0
1094,0.0
1095,14.0
1096,1284.0
1097,54.0
1098,102.0
1099,136.0
1100,3.0
1101,31.0
1102,53.0
1103,57.0
1104,2.0
1105,19.0
1106,72.0
1107,380.0
1108,15.0
1109,196.0
1110,5.0
1111,0.0
1112,14.0
1113,18.0
1114,85.0
1115,46.0
1116,3.0
1117,84.0
1118,1.0
1119,4.0
1120,595.0
1121,89.0
1122,13.0
1123,833.0
1124,4.0
1125,5.0
1126,8.0
1127,3.0
1128,7.0
1129,90.0
1130,67.0
1131,106.0
1132,5.0
1133,17.0
1134,58.0
1135,56.0
1136,6.0
1137,61.0
1138,818.0
1139,154.0
1140,17.0
1141,12.0
1142,27.0
1143,47.0
1144,53.0
1145,55.0
1146,38.0
1147,19.0
1148,21.0
1149,38.0
1150,46.0
1151,98.0
1152,30.0
1153,55.0
1154,32.0
1155,5.0
1156,5.0
1157,20.0
1158,0.0
1159,0.0
1160,11.0
1161,49.0
1162,86.0
1163,8.0
1164,121.0
1165,110.0
1166,4.0
1167,21.0
1168,0.0
1169,13.0
1170,0.0
1171,24.0
1172,15.0
1173,25.0
1174,58.0
1175,44.0
1176,85.0
1177,95.0
1178,509.0
1179,19.0
1180,14.0
1181,24.0
1182,24.0
1183,27.0
1184,11.0
1185,36.0
1186,12.0
1187,18.0
1188,44.0
1189,19.0
1190,0.0
1191,788.0
1192,110.0
1193,410.0
1194,9.0
1195,14.0
1196,138.0
1197,0.0
1198,41.0
1199,20.0
1200,241.0
1201,48.0
1202,785.0
1203,14.0
1204,15.0
1205,5.0
1206,18.0
1207,18.0
1208,53.0
1209,29.0
1210,118.0
1211,5.0
1212,37.0
1213,13.0
1214,36.0
1215,72.0
1216,0.0
1217,18.0
1218,173.0
1219,4.0
1220,88.0
1221,79.0
1222,28.0
1223,4.0
1224,438.0
1225,54.0
1226,0.0
1227,51.0
1228,5.0
1229,33.0
1230,55.0
1231,13.0
1232,39.0
1233,34.0
1234,0.0
1235,46.0
1236,771.0
1237,27.0
1238,5.0
1239,2.0
1240,14.0
1241,5.0
1242,0.0
1243,2.0
1244,27.0
1245,2.0
1246,112.0
1247,20.0
1248,179.0
1249,3.0
1250,7.0
1251,5.0
1252,18.0
1253,39.0
1254,32.0
1255,109.0
1256,621.0
1257,581.0
1258,40.0
1259,41.0
1260,3.0
1261,2.0
1262,0.0
1263,6.0
1264,0.0
1265,4.0
1266,832.0
1267,36.0
1268,21.0
1269,53.0
1270,39.0
1271,36.0
1272,10.0
1273,6.0
1274,24.0
1275,34.0
1276,43.0
1277,33.0
1278,44.0
1279,0.0
1280,13.0
1281,4.0
1282,43.0
1283,152.0
1284,83.0
1285,15.0
1286,8.0
1287,17.0
1288,12.0
1289,3.0
1290,58.0
1291,3.0
1292,28.0
1293,4.0
1294,8.0
1295,23.0
1296,21.0
1297,343.0
1298,785.0
1299,50.0
1300,61.0
1301,26.0
1302,82.0
1303,804.0
1304,9.0
1305,25.0
1306,3.0
1307,42.0
1308,775.0
1309,107.0
1310,0.0
1311,17.0
1312,78.0
1313,120.0
1314,23.0
1315,64.0
1316,63.0
1317,12.0
1318,11.0
1319,0.0
1320,10.0
1321,548.0
1322,58.0
1323,17.0
1324,217.0
1325,13.0
1326,10.0
1327,39.0
1328,27.0
1329,50.0
1330,29.0
1331,0.0
1332,54.0
1333,22.0
1334,4.0
1335,8.0
1336,17.0
1337,17.0
1338,56.0
1339,673.0
1340,1.0
1341,68.0
1342,93.0
1343,51.0
1344,9.0
1345,50.0
1346,53.0
1347,241.0
1348,41.0
1349,15.0
1350,17.0
1351,19.0
1352,2.0
1353,11.0
1354,0.0
1355,3.0
1356,756.0
1357,184.0
1358,2.0
1359,31.0
1360,2.0
1361,20.0
1362,26.0
1363,47.0
1364,18.0
1365,46.0
1366,5.0
1367,0.0
1368,4.0
1369,16.0
1370,53.0
1371,19.0
1372,0.0
1373,12.0
1374,7.0
1375,26.0
1376,40.0
1377,26.0
1378,23.0
1379,43.0
1380,19.0
1381,39.0
1382,34.0
1383,8.0
1384,0.0
1385,1.0
1386,0.0
1387,9.0
1388,4.0
1389,20.0
1390,0.0
1391,7.0
1392,6.0
1393,61.0
1394,14.0
1395,45.0
1396,6.0
1397,20.0
1398,1.0
1399,20.0
1400,38.0
1401,0.0
1402,1.0
1403,21.0
1404,16.0
1405,7.0
1406,3.0
1407,15.0
1408,21.0
1409,17.0
1410,0.0
1411,59.0
1412,12.0
1413,8.0
1414,8.0
1415,0.0
1416,62.0
1417,48.0
1418,34.0
1419,37.0
1420,41.0
1421,10.0
1422,8.0
1423,5.0
1424,4.0
1425,42.0
1426,10.0
1427,15.0
1428,40.0
1429,8.0
1430,3.0
1431,113.0
1432,9.0
1433,41.0
1434,15.0
1435,12.0
1436,2.0
1437,19.0
1438,997.0
1439,5.0
1440,52.0
1441,4.0
1442,16.0
1443,0.0
1444,14.0
1445,5.0
1446,28.0
1447,4.0
1448,18.0
1449,96.0
1450,8.0
1451,15.0
1452,6.0
1453,15.0
1454,226.0
1455,20.0
1456,40.0
1457,33.0
1458,22.0
1459,30.0
1460,34.0
1461,0.0
1462,43.0
1463,12.0
1464,4.0
1465,28.0
1466,20.0
1467,0.0
1468,78.0
1469,585.0
1470,102.0
1471,3.0
1472,20.0
1473,0.0
1474,72.0
1475,62.0
1476,7.0
1477,158.0
1478,0.0
1479,5.0
1480,0.0
