,"Maternal mortality ratio (national estimate, per 100,000 live births)"
210,84.0
211,52.0
212,9.0
213,47.0
214,61.0
215,10.0
216,63.0
217,38.0
218,19.0
219,2.0
220,17.0
221,4.0
222,5.0
223,14.0
224,36.0
225,61.0
226,11.0
227,5.0
228,8.0
229,19.0
230,7.0
231,938.0
232,0.0
233,11.0
234,4.0
235,18.0
236,58.0
237,45.0
238,237.0
239,40.0
240,66.0
241,985.0
242,12.0
243,50.0
244,16.0
245,39.0
246,40.0
247,16.0
248,41.0
249,553.0
250,62.0
251,8.0
252,25.0
253,1.0
254,1.0
255,16.0
256,32.0
257,5.0
258,9.0
259,5.0
260,27.0
261,3.0
262,5.0
263,17.0
264,30.0
265,43.0
266,729.0
267,3.0
268,0.0
269,29.0
270,13.0
271,12.0
272,9.0
273,5.0
274,9.0
275,52.0
276,120.0
277,20.0
278,18.0
279,0.0
280,33.0
281,702.0
282,14.0
283,17.0
284,43.0
285,10.0
286,11.0
287,54.0
288,16.0
289,37.0
290,0.0
291,20.0
292,4.0
293,5.0
294,23.0
295,18.0
296,23.0
297,9.0
298,405.0
299,16.0
300,0.0
301,31.0
302,7.0
303,15.0
304,12.0
305,37.0
306,14.0
307,316.0
308,5.0
309,4.0
310,16.0
311,45.0
312,38.0
313,17.0
314,5.0
315,0.0
316,35.0
317,129.0
318,17.0
319,96.0
320,37.0
321,37.0
322,36.0
323,27.0
324,93.0
325,0.0
326,23.0
327,14.0
328,38.0
329,1405.0
330,3.0
331,47.0
332,45.0
333,4.0
334,7.0
335,1.0
336,396.0
337,104.0
338,17.0
339,0.0
340,5.0
341,101.0
342,51.0
343,21.0
344,30.0
345,280.0
346,2.0
347,41.0
348,58.0
349,35.0
350,557.0
351,11.0
352,35.0
353,27.0
354,39.0
355,9.0
356,55.0
357,43.0
358,4.0
359,7.0
360,7.0
361,43.0
362,0.0
363,17.0
364,2.0
365,36.0
366,24.0
367,0.0
368,24.0
369,11.0
370,2.0
371,50.0
372,55.0
373,3.0
374,46.0
375,136.0
376,9.0
377,0.0
378,19.0
379,8.0
380,10.0
381,31.0
382,7.0
383,490.0
384,44.0
385,0.0
386,42.0
387,13.0
388,35.0
389,32.0
390,67.0
391,4.0
392,35.0
393,3.0
394,14.0
395,67.0
396,71.0
397,3.0
398,167.0
399,4.0
400,1.0
401,9.0
402,7.0
403,4.0
404,85.0
405,9.0
406,14.0
407,3.0
408,48.0
409,21.0
410,0.0
411,164.0
412,29.0
413,4.0
414,52.0
415,6.0
416,26.0
417,47.0
418,6.0
419,13.0
420,3.0
421,2.0
422,101.0
423,15.0
424,53.0
425,20.0
426,25.0
427,5.0
428,4.0
429,551.0
430,461.0
431,29.0
432,3.0
433,30.0
434,0.0
435,18.0
436,14.0
437,106.0
438,24.0
439,68.0
440,27.0
441,15.0
442,13.0
443,5.0
444,16.0
445,103.0
446,0.0
447,5.0
448,6.0
449,68.0
450,41.0
451,10.0
452,942.0
453,79.0
454,15.0
455,73.0
456,14.0
457,5.0
458,20.0
459,71.0
460,35.0
461,208.0
462,52.0
463,17.0
464,19.0
465,94.0
466,68.0
467,30.0
468,0.0
469,1184.0
470,7.0
471,30.0
472,18.0
473,279.0
474,6.0
475,9.0
476,3.0
477,2.0
478,29.0
479,6.0
480,5.0
481,12.0
482,51.0
483,13.0
484,4.0
485,2.0
486,26.0
487,6.0
488,19.0
489,25.0
490,0.0
491,16.0
492,22.0
493,12.0
494,28.0
495,6.0
496,347.0
497,4.0
498,12.0
499,506.0
500,4.0
501,23.0
502,40.0
503,7.0
504,358.0
505,2.0
506,43.0
507,43.0
508,5.0
509,86.0
510,38.0
511,53.0
512,90.0
513,14.0
514,13.0
515,0.0
516,5.0
517,52.0
518,0.0
519,6.0
520,64.0
521,8.0
522,57.0
523,1222.0
524,29.0
525,704.0
526,80.0
527,17.0
528,50.0
529,6.0
530,10.0
531,505.0
532,41.0
533,125.0
534,10.0
535,9.0
536,7.0
537,71.0
538,1.0
539,314.0
540,26.0
541,8.0
542,86.0
543,43.0
544,1763.0
545,2.0
546,38.0
547,47.0
548,68.0
549,3.0
550,0.0
551,17.0
552,56.0
553,10.0
554,4.0
555,90.0
556,142.0
557,90.0
558,2.0
559,11.0
560,15.0
561,46.0
562,12.0
563,37.0
564,6.0
565,176.0
566,44.0
567,122.0
568,66.0
569,79.0
570,45.0
571,4.0
572,0.0
573,53.0
574,263.0
575,44.0
576,363.0
577,2.0
578,8.0
579,297.0
580,30.0
581,36.0
582,18.0
583,0.0
584,76.0
585,26.0
586,24.0
587,4.0
588,42.0
589,55.0
590,6.0
591,758.0
592,54.0
593,26.0
594,4.0
595,5.0
596,12.0
597,5.0
598,6.0
599,286.0
600,18.0
601,20.0
602,41.0
603,30.0
604,284.0
605,3.0
606,33.0
607,0.0
608,119.0
609,40.0
610,0.0
611,49.0
612,28.0
613,165.0
614,0.0
615,88.0
616,46.0
617,60.0
618,1.0
619,7.0
620,19.0
621,7.0
622,34.0
623,16.0
624,330.0
625,6.0
626,27.0
627,51.0
628,54.0
629,0.0
630,33.0
631,90.0
632,8.0
633,3.0
634,16.0
635,62.0
636,36.0
637,67.0
638,45.0
639,390.0
640,21.0
641,18.0
642,6.0
643,12.0
644,47.0
645,84.0
646,48.0
647,26.0
648,148.0
649,10.0
650,13.0
651,24.0
652,58.0
653,14.0
654,50.0
655,14.0
656,6.0
657,0.0
658,33.0
659,32.0
660,36.0
661,5.0
662,6.0
663,1358.0
664,41.0
665,3.0
666,129.0
667,126.0
668,985.0
669,244.0
670,133.0
671,559.0
672,9.0
673,1.0
674,3.0
675,46.0
676,352.0
677,84.0
678,4.0
679,76.0
680,13.0
681,859.0
682,209.0
683,22.0
684,32.0
685,11.0
686,19.0
687,18.0
688,12.0
689,10.0
690,14.0
691,5.0
692,30.0
693,7.0
694,0.0
695,9.0
696,163.0
697,5.0
698,13.0
699,0.0
700,50.0
701,36.0
702,642.0
703,0.0
704,41.0
705,0.0
706,137.0
707,0.0
708,0.0
709,22.0
710,7.0
711,10.0
712,4.0
713,7.0
714,26.0
715,21.0
716,237.0
717,19.0
718,54.0
719,594.0
720,360.0
721,0.0
722,29.0
723,14.0
724,1.0
725,6.0
726,11.0
727,6.0
728,0.0
729,5.0
730,25.0
731,0.0
732,9.0
733,14.0
734,10.0
735,47.0
736,6.0
737,53.0
738,37.0
739,2.0
740,2.0
741,28.0
742,11.0
743,74.0
744,7.0
745,14.0
746,4.0
747,202.0
748,3.0
749,700.0
750,15.0
751,0.0
752,0.0
753,42.0
754,0.0
755,57.0
756,126.0
757,4.0
758,8.0
759,18.0
760,41.0
761,20.0
762,282.0
763,0.0
764,5.0
765,4.0
766,18.0
767,2.0
768,44.0
769,140.0
770,18.0
771,5.0
772,14.0
773,0.0
774,16.0
775,24.0
776,9.0
777,123.0
778,8.0
779,17.0
780,15.0
781,59.0
782,55.0
783,22.0
784,101.0
785,21.0
786,38.0
787,23.0
788,6.0
789,81.0
790,861.0
791,9.0
792,9.0
793,20.0
794,4.0
795,12.0
796,163.0
797,78.0
798,1.0
799,0.0
800,0.0
801,4.0
802,206.0
803,3.0
804,4.0
805,12.0
806,9.0
807,66.0
808,5.0
809,7.0
810,9.0
811,57.0
812,888.0
813,64.0
814,82.0
815,1778.0
816,48.0
817,8.0
818,153.0
819,7.0
820,30.0
821,1037.0
822,158.0
823,25.0
824,317.0
825,0.0
826,422.0
827,27.0
828,0.0
829,9.0
830,15.0
831,38.0
832,3.0
833,17.0
834,8.0
835,5.0
836,6.0
837,16.0
838,57.0
839,5.0
840,43.0
841,184.0
842,6.0
843,88.0
844,5.0
845,7.0
846,3.0
847,31.0
848,75.0
849,33.0
850,33.0
851,0.0
852,39.0
853,34.0
854,8.0
855,5.0
856,55.0
857,3.0
858,53.0
859,4.0
860,22.0
861,8.0
862,30.0
863,72.0
864,12.0
865,64.0
866,20.0
867,77.0
868,24.0
869,2.0
870,47.0
871,31.0
872,482.0
873,17.0
874,3.0
875,24.0
876,7.0
877,481.0
878,0.0
879,8.0
880,504.0
881,5.0
882,16.0
883,2.0
884,52.0
885,11.0
886,3.0
887,13.0
888,451.0
889,240.0
890,14.0
891,0.0
892,0.0
893,63.0
894,7.0
895,1.0
896,21.0
897,22.0
898,2.0
899,64.0
900,152.0
901,2.0
902,96.0
903,35.0
904,10.0
905,4.0
906,16.0
907,48.0
908,36.0
909,6.0
910,0.0
911,45.0
912,65.0
913,99.0
914,22.0
915,23.0
916,0.0
917,23.0
918,95.0
919,34.0
920,35.0
921,2.0
922,54.0
923,4.0
924,9.0
925,8.0
926,0.0
927,167.0
928,216.0
929,2.0
930,24.0
931,30.0
932,0.0
933,11.0
934,666.0
935,6.0
936,157.0
937,7.0
938,21.0
939,80.0
940,3.0
941,0.0
942,613.0
943,142.0
944,49.0
945,0.0
946,11.0
947,39.0
948,9.0
949,41.0
950,557.0
951,6.0
952,45.0
953,172.0
954,4.0
955,12.0
956,2.0
957,9.0
958,40.0
959,25.0
960,7.0
961,4.0
962,25.0
963,1165.0
964,557.0
965,5.0
966,62.0
967,9.0
968,7.0
969,497.0
970,3.0
971,3.0
972,6.0
973,34.0
974,5.0
975,19.0
976,35.0
977,0.0
978,76.0
979,5.0
980,45.0
981,4.0
982,3.0
983,19.0
984,2.0
985,0.0
986,6.0
987,17.0
988,9.0
989,392.0
990,10.0
991,3.0
992,22.0
993,4.0
994,3.0
995,109.0
996,12.0
997,3.0
998,4.0
999,24.0
1000,19.0
1001,2.0
1002,4.0
1003,67.0
1004,12.0
1005,58.0
1006,6.0
1007,51.0
1008,1194.0
1009,201.0
1010,4.0
1011,25.0
1012,20.0
1013,2.0
1014,710.0
1015,8.0
1016,13.0
1017,53.0
1018,741.0
1019,9.0
1020,994.0
1021,6.0
1022,331.0
1023,37.0
1024,35.0
1025,693.0
1026,158.0
1027,4.0
1028,3.0
1029,248.0
1030,4.0
1031,35.0
1032,553.0
1033,63.0
1034,34.0
1035,0.0
1036,3.0
1037,16.0
1038,36.0
1039,3.0
1040,12.0
1041,25.0
1042,15.0
1043,19.0
1044,6.0
1045,16.0
1046,334.0
1047,3.0
1048,0.0
1049,51.0
1050,0.0
1051,38.0
1052,6.0
1053,10.0
1054,377.0
1055,589.0
1056,46.0
1057,36.0
1058,0.0
1059,2.0
1060,12.0
1061,751.0
1062,7.0
1063,19.0
1064,60.0
1065,23.0
1066,51.0
1067,52.0
1068,9.0
1069,11.0
1070,19.0
1071,32.0
1072,81.0
1073,3.0
1074,14.0
1075,134.0
1076,3.0
1077,15.0
1078,13.0
1079,0.0
1080,21.0
1081,143.0
1082,39.0
1083,0.0
1084,5.0
1085,4.0
1086,27.0
1087,28.0
1088,45.0
1089,0.0
1090,88.0
1091,0.0
1092,9.0
1093,12.0
1094,71.0
1095,9.0
1096,898.0
1097,7.0
1098,7.0
1099,0.0
1100,14.0
1101,1284.0
1102,3.0
1103,2.0
1104,53.0
1105,57.0
1106,2.0
1107,19.0
1108,72.0
1109,380.0
1110,33.0
1111,15.0
1112,196.0
1113,0.0
1114,0.0
1115,14.0
1116,5.0
1117,5.0
1118,85.0
1119,46.0
1120,84.0
1121,6.0
1122,595.0
1123,833.0
1124,68.0
1125,43.0
1126,5.0
1127,8.0
1128,3.0
1129,7.0
1130,90.0
1131,26.0
1132,5.0
1133,58.0
1134,56.0
1135,6.0
1136,154.0
1137,17.0
1138,27.0
1139,40.0
1140,47.0
1141,53.0
1142,55.0
1143,38.0
1144,21.0
1145,38.0
1146,46.0
1147,30.0
1148,55.0
1149,32.0
1150,5.0
1151,20.0
1152,0.0
1153,11.0
1154,86.0
1155,8.0
1156,121.0
1157,110.0
1158,7.0
1159,83.0
1160,0.0
1161,26.0
1162,0.0
1163,15.0
1164,5.0
1165,58.0
1166,44.0
1167,85.0
1168,95.0
1169,19.0
1170,24.0
1171,49.0
1172,27.0
1173,11.0
1174,36.0
1175,4.0
1176,18.0
1177,44.0
1178,0.0
1179,410.0
1180,9.0
1181,5.0
1182,325.0
1183,138.0
1184,8.0
1185,0.0
1186,41.0
1187,20.0
1188,6.0
1189,15.0
1190,241.0
1191,7.0
1192,5.0
1193,18.0
1194,18.0
1195,42.0
1196,10.0
1197,118.0
1198,5.0
1199,37.0
1200,13.0
1201,36.0
1202,415.0
1203,0.0
1204,18.0
1205,173.0
1206,4.0
1207,88.0
1208,6.0
1209,79.0
1210,28.0
1211,4.0
1212,438.0
1213,54.0
1214,0.0
1215,51.0
1216,5.0
1217,8.0
1218,69.0
1219,33.0
1220,55.0
1221,13.0
1222,39.0
1223,76.0
1224,0.0
1225,46.0
1226,771.0
1227,45.0
1228,39.0
1229,14.0
1230,28.0
1231,5.0
1232,1114.0
1233,27.0
1234,2.0
1235,112.0
1236,27.0
1237,179.0
1238,90.0
1239,2.0
1240,3.0
1241,7.0
1242,95.0
1243,32.0
1244,621.0
1245,581.0
1246,40.0
1247,3.0
1248,8.0
1249,0.0
1250,6.0
1251,4.0
1252,0.0
1253,181.0
1254,4.0
1255,4.0
1256,832.0
1257,36.0
1258,21.0
1259,2.0
1260,2.0
1261,53.0
1262,39.0
1263,36.0
1264,3.0
1265,34.0
1266,43.0
1267,33.0
1268,18.0
1269,44.0
1270,0.0
1271,91.0
1272,4.0
1273,43.0
1274,152.0
1275,83.0
1276,15.0
1277,8.0
1278,17.0
1279,12.0
1280,11.0
1281,3.0
1282,28.0
1283,4.0
1284,23.0
1285,21.0
1286,343.0
1287,785.0
1288,50.0
1289,61.0
1290,82.0
1291,804.0
1292,9.0
1293,25.0
1294,3.0
1295,42.0
1296,775.0
1297,107.0
1298,0.0
1299,17.0
1300,78.0
1301,120.0
1302,23.0
1303,45.0
1304,416.0
1305,0.0
1306,495.0
1307,64.0
1308,63.0
1309,36.0
1310,11.0
1311,548.0
1312,58.0
1313,17.0
1314,5.0
1315,13.0
1316,10.0
1317,39.0
1318,27.0
1319,50.0
1320,29.0
1321,0.0
1322,54.0
1323,80.0
1324,24.0
1325,52.0
1326,4.0
1327,8.0
1328,17.0
1329,17.0
1330,56.0
1331,673.0
1332,2.0
1333,68.0
1334,12.0
1335,93.0
1336,51.0
1337,50.0
1338,53.0
1339,41.0
1340,15.0
1341,19.0
1342,10.0
1343,11.0
1344,250.0
1345,8.0
1346,71.0
1347,3.0
1348,18.0
1349,756.0
1350,184.0
1351,7.0
1352,9.0
1353,2.0
1354,31.0
1355,47.0
1356,8.0
1357,5.0
1358,20.0
1359,26.0
1360,18.0
1361,112.0
1362,3.0
1363,46.0
1364,7.0
1365,0.0
1366,4.0
1367,16.0
1368,53.0
1369,19.0
1370,0.0
1371,26.0
1372,40.0
1373,5.0
1374,8.0
1375,43.0
1376,19.0
1377,42.0
1378,53.0
1379,39.0
1380,34.0
1381,8.0
1382,9.0
1383,3.0
1384,1.0
1385,0.0
1386,9.0
1387,4.0
1388,20.0
1389,1389.0
1390,0.0
1391,13.0
1392,6.0
1393,61.0
1394,6.0
1395,45.0
1396,13.0
1397,20.0
1398,20.0
1399,38.0
1400,0.0
1401,1.0
1402,21.0
1403,16.0
1404,3.0
1405,3.0
1406,15.0
1407,0.0
1408,59.0
1409,12.0
1410,8.0
1411,8.0
1412,18.0
1413,0.0
1414,62.0
1415,48.0
1416,34.0
1417,1.0
1418,37.0
1419,41.0
1420,40.0
1421,39.0
1422,10.0
1423,4.0
1424,8.0
1425,9.0
1426,5.0
1427,11.0
1428,4.0
1429,42.0
1430,10.0
1431,15.0
1432,40.0
1433,8.0
1434,44.0
1435,95.0
1436,37.0
1437,3.0
1438,113.0
1439,4.0
1440,9.0
1441,41.0
1442,6.0
1443,15.0
1444,12.0
1445,40.0
1446,2.0
1447,19.0
1448,87.0
1449,997.0
1450,5.0
1451,10.0
1452,16.0
1453,0.0
1454,14.0
1455,750.0
1456,5.0
1457,2.0
1458,28.0
1459,4.0
1460,18.0
1461,4.0
1462,949.0
1463,96.0
1464,8.0
1465,15.0
1466,6.0
1467,15.0
1468,226.0
1469,20.0
1470,40.0
1471,18.0
1472,22.0
1473,30.0
1474,34.0
1475,41.0
1476,43.0
1477,4.0
1478,28.0
1479,20.0
1480,0.0
1481,585.0
1482,3.0
1483,72.0
1484,8.0
1485,62.0
1486,7.0
1487,3.0
1488,0.0
1489,372.0
1490,5.0
1491,0.0
